lot_shape,utilities,land_slope,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,heating_qc,electrical,kitchen_qual,functional,garage_finish,garage_qual,garage_cond,paved_drive,overall_qual,overall_cond,saleprice
1,10,3,4,3,5,4,4,4,8,5,5,4,10,5,3,3,5,7,5,287500
2,10,3,3,3,4,4,2,3,2,3,5,3,10,2,3,3,5,5,6,128500
2,10,3,4,3,5,4,2,2,2,5,5,4,10,5,3,3,5,7,5,185088
1,10,3,4,3,5,4,2,2,2,5,5,4,10,3,3,3,5,7,5,229800
1,10,3,3,3,4,4,2,6,2,3,5,3,10,3,3,3,5,5,6,124500
1,10,3,3,3,4,4,2,6,2,4,5,3,10,3,3,3,5,5,5,142000
1,10,3,3,3,4,4,2,4,2,5,5,3,10,2,3,3,5,6,8,149000
2,10,3,3,3,4,4,2,2,2,3,5,3,10,2,3,3,5,5,5,135000
2,10,3,3,3,5,4,2,6,2,3,5,3,10,3,3,3,5,6,5,128000
1,10,3,3,3,4,4,2,3,2,3,5,3,10,5,3,3,5,5,7,145000
1,10,3,3,3,4,4,2,2,2,5,5,3,10,2,3,3,5,5,6,139000
1,10,3,3,3,5,4,2,2,2,5,5,3,10,5,3,3,5,6,7,178000
1,10,3,5,3,6,4,5,8,2,5,5,5,10,5,3,3,5,10,5,460000
2,10,3,3,3,4,4,2,2,2,4,4,4,10,2,3,3,5,6,6,214500
1,10,3,3,3,4,4,3,2,2,4,5,3,10,1,1,1,1,5,8,160000
2,10,3,4,3,5,4,2,6,2,5,5,4,10,3,3,3,5,7,5,214000
1,10,3,3,3,4,4,2,2,2,4,5,4,10,2,2,2,2,6,8,128900
1,10,2,3,4,4,4,4,4,2,5,5,3,10,5,3,3,5,4,4,168000
2,10,3,4,3,6,4,4,8,2,5,5,5,10,5,3,3,5,8,5,310013
1,10,3,4,3,5,4,2,2,2,5,5,4,10,3,3,3,5,8,5,170000
1,10,3,3,3,4,4,2,2,2,3,4,3,10,3,3,3,5,5,5,133700
1,10,3,3,4,4,3,2,2,2,3,5,4,10,2,3,3,5,6,7,165000
1,10,3,3,3,4,4,2,6,2,3,5,3,10,2,3,3,5,6,3,89500
1,10,3,3,2,4,4,5,6,2,3,5,3,10,3,3,3,5,6,5,140000
1,10,3,4,3,5,4,2,2,2,5,5,4,4,2,3,3,5,7,5,134000
3,10,3,4,3,5,4,2,6,2,5,5,4,10,3,3,3,5,6,5,248500
2,10,3,3,4,4,5,4,8,2,5,5,3,10,2,3,3,5,4,9,145000
1,10,3,3,3,5,4,2,6,2,3,5,3,10,3,3,3,5,6,6,179900
1,10,3,4,3,6,4,4,2,2,5,5,4,10,3,3,3,5,8,5,147000
1,10,3,3,3,5,4,2,3,2,4,5,3,10,2,3,3,5,5,5,136000
1,10,3,3,4,4,4,2,2,2,5,4,3,10,2,3,3,5,6,6,128000
2,10,3,3,4,3,4,2,2,2,5,4,2,10,2,3,3,5,4,9,88750
1,10,3,3,4,4,4,2,3,2,3,5,3,10,2,3,3,5,5,6,122500
1,10,3,3,3,4,4,2,2,2,3,5,3,10,2,3,3,5,6,5,97500
2,10,3,3,3,4,4,2,2,2,3,5,3,10,3,3,3,5,6,7,135000
1,10,3,5,3,6,4,4,8,2,5,5,4,10,2,3,3,5,9,5,314813
2,10,3,2,2,4,3,2,2,2,3,5,2,10,1,1,1,1,3,2,85000
1,10,3,4,3,4,4,2,2,2,3,5,3,10,2,3,3,1,6,9,134900
1,10,3,3,3,4,4,3,2,2,4,5,4,10,2,3,3,5,5,8,137000
2,10,3,4,4,5,4,5,8,2,5,5,4,10,5,3,3,5,8,6,350000
1,10,3,3,3,4,4,3,6,3,3,5,3,10,3,3,3,5,5,7,145000
2,10,3,4,3,6,4,5,2,2,5,5,5,10,5,3,3,5,9,5,418000
1,10,3,3,3,4,4,2,2,2,4,5,2,10,2,3,2,1,3,4,64000
3,10,3,3,3,4,4,2,3,2,5,5,3,10,2,3,3,5,5,5,159434
1,10,3,4,3,5,4,2,8,2,5,5,4,10,2,3,3,5,8,5,260261
1,10,3,3,2,4,4,2,3,2,2,5,3,10,2,3,3,5,5,4,166000
1,10,3,3,3,4,4,4,6,2,3,5,3,10,3,3,3,5,5,5,130000
1,10,3,3,3,3,3,2,2,2,3,5,3,10,2,3,3,5,5,4,112000
1,10,3,3,4,4,4,3,6,2,4,5,3,10,3,3,3,5,5,6,155000
1,10,3,4,3,6,4,2,2,2,5,5,5,10,5,3,3,5,8,5,269500
2,10,3,3,3,4,4,2,6,2,3,5,3,10,3,3,3,5,6,5,172000
1,10,3,3,3,4,4,2,4,2,3,5,3,10,2,3,3,5,7,6,219500
2,10,3,3,3,4,4,2,6,2,4,5,3,10,2,3,3,5,5,6,133500
2,10,3,3,3,5,4,2,2,2,5,5,3,10,3,3,3,5,7,5,170000
1,10,3,4,4,4,4,2,2,2,3,5,4,10,2,3,3,5,8,9,150000
1,10,1,3,3,4,4,2,4,2,3,5,3,10,2,3,3,5,5,5,130000
1,10,3,3,4,4,4,4,6,4,3,5,3,10,3,3,3,5,5,6,143000
1,10,3,3,4,4,4,2,2,2,3,5,3,10,3,3,3,5,5,5,140000
2,10,3,3,4,5,4,5,6,2,5,5,3,10,5,3,3,5,7,6,244000
1,10,3,3,3,4,3,2,2,2,3,5,2,10,2,3,3,1,5,7,101000
1,10,3,3,3,4,4,2,2,2,5,5,3,10,2,3,3,5,5,5,125000
2,10,3,3,3,5,4,2,2,2,4,5,3,10,5,3,3,5,6,5,183000
1,10,3,3,3,4,4,2,2,2,5,5,3,10,1,1,1,5,6,6,104000
1,10,3,3,3,4,4,2,2,2,3,4,3,10,2,3,3,5,6,7,112500
1,10,3,3,4,5,4,2,4,2,3,5,3,10,2,3,3,5,6,6,207500
1,10,3,4,3,5,4,5,8,2,5,5,4,10,5,3,3,5,7,5,225000
1,10,3,3,3,4,4,2,4,2,5,5,3,10,2,3,3,5,5,8,119900
1,10,3,4,3,6,5,2,2,2,5,5,4,10,3,3,3,5,7,5,293000
2,10,3,3,3,4,4,2,3,2,4,5,3,7,3,3,3,5,5,6,180000
2,10,3,3,3,4,4,4,8,2,3,5,3,10,2,3,3,5,6,5,169900
1,10,3,3,3,1,1,1,1,1,3,5,3,10,2,3,3,5,6,5,112000
1,10,3,3,3,5,4,2,8,2,3,5,3,10,2,3,3,5,6,5,152000
2,10,3,4,3,5,4,4,2,2,5,5,5,10,5,3,3,5,9,5,300000
1,10,3,3,3,4,4,4,6,4,3,5,3,10,2,3,3,5,6,5,107000
1,10,3,3,3,4,4,2,2,2,4,5,3,10,2,3,3,1,4,6,122500
1,10,3,3,3,4,4,2,6,2,3,5,3,10,2,3,3,5,6,5,89000
2,10,2,3,3,3,4,2,2,2,5,5,3,10,2,3,3,5,6,5,95000
1,10,3,3,3,4,4,2,2,2,5,5,3,10,3,3,3,5,6,6,143450
2,10,3,5,3,6,4,2,2,2,5,5,5,10,5,3,3,5,9,5,376162
1,10,3,3,3,4,4,2,3,2,3,5,3,10,2,3,3,5,5,5,167500
1,10,3,3,3,5,4,4,8,2,3,5,3,10,2,3,3,5,5,5,153337
1,10,3,3,4,4,4,2,4,2,3,5,3,10,2,3,3,5,6,6,103600
1,10,3,3,3,4,5,4,2,6,3,5,3,10,2,3,3,5,5,6,128200
1,10,3,4,3,5,4,2,8,2,5,5,4,10,2,3,3,5,6,5,177500
1,10,3,4,3,5,4,5,8,2,5,5,4,10,5,3,3,5,8,5,320000
2,10,3,3,3,5,4,2,8,2,5,5,3,10,5,3,3,5,6,5,190000
1,10,3,3,3,4,4,2,2,2,3,5,3,10,1,1,1,1,6,5,91500
1,10,3,3,3,4,4,2,2,2,3,4,4,10,2,3,3,5,5,4,93000
1,10,3,3,2,4,4,2,2,2,3,5,3,10,2,3,2,1,4,4,40000
1,10,3,3,3,4,4,2,2,2,3,5,4,10,1,1,1,5,6,7,127000
1,10,3,2,2,4,4,2,2,2,4,5,3,10,3,3,3,1,4,7,50138
2,10,3,3,4,4,5,2,4,2,3,5,3,10,3,3,4,5,6,7,148000
1,10,3,3,3,4,4,2,6,3,5,5,3,10,5,5,5,5,5,6,120500
1,10,3,3,3,4,4,2,2,2,3,5,3,10,2,3,3,5,6,7,139500
2,10,3,5,3,6,4,2,8,2,5,5,5,10,5,3,3,5,9,5,320000
1,10,3,3,4,4,4,2,6,2,3,5,3,10,5,3,3,5,7,8,219000
2,10,2,3,3,5,4,4,4,6,3,5,3,10,2,3,3,5,5,5,131000
2,10,3,4,3,5,4,2,2,2,5,5,4,10,3,3,3,5,6,5,171925
2,10,3,4,3,5,4,2,8,2,4,5,4,10,2,3,3,5,5,5,177900
1,10,3,3,3,4,4,2,2,2,3,5,3,10,2,3,3,5,6,7,141500
1,10,3,4,3,5,4,2,8,2,4,5,3,10,5,3,3,5,6,5,191000
1,10,3,3,3,5,4,2,6,2,5,5,4,10,2,3,3,5,6,5,158000
2,10,3,4,3,5,4,4,2,2,5,5,4,10,3,3,3,5,8,5,248900
1,10,3,3,3,5,4,2,6,2,5,5,4,10,2,3,3,5,5,7,175000
1,10,3,3,4,4,4,3,6,4,5,5,4,7,3,3,3,5,6,7,185900
1,10,3,3,3,5,4,3,3,2,2,5,3,10,2,3,3,1,7,7,163000
1,10,3,2,2,4,4,3,2,2,3,5,3,6,1,1,1,5,5,6,115000
1,10,3,3,3,4,4,4,6,2,3,5,3,10,2,3,3,5,6,5,157500
3,10,3,4,3,5,4,2,6,2,5,5,4,10,5,3,3,5,7,5,245000
2,10,3,4,3,5,4,2,8,2,4,5,4,10,3,3,3,5,8,5,180000
3,10,3,4,3,5,4,2,8,2,5,5,4,10,2,3,3,5,7,5,148800
1,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,8,5,237000
1,10,3,3,3,4,3,2,3,2,3,3,2,10,2,3,3,1,2,5,60000
1,10,3,3,3,5,5,5,6,2,5,5,3,10,3,2,3,5,5,5,165000
3,10,3,4,3,5,4,2,2,2,5,5,4,10,3,3,3,5,7,5,240000
2,10,3,3,3,5,4,2,2,2,4,5,4,10,3,3,3,5,7,5,160000
1,10,3,3,3,4,4,4,4,2,3,3,3,10,2,3,3,5,6,6,128000
1,10,3,3,3,1,1,1,1,1,3,2,2,10,1,1,1,1,4,5,82000
2,10,3,3,4,4,4,2,6,2,4,5,4,10,2,3,3,5,6,8,256000
1,10,3,3,4,4,4,2,6,2,5,5,3,10,2,3,3,5,7,9,143000
2,10,3,4,3,5,4,2,2,2,5,5,4,10,5,3,3,5,7,5,231713
2,10,3,3,3,5,4,5,6,2,3,5,3,5,2,3,3,1,5,5,155000
1,10,3,3,4,4,4,2,8,2,5,5,3,10,2,3,3,5,5,7,128500
1,10,3,3,3,4,4,2,2,2,5,5,3,10,2,3,3,5,7,8,168000
2,10,3,3,3,4,4,2,6,2,4,5,4,10,5,3,3,5,7,9,184000
1,10,3,3,3,4,4,4,6,2,3,5,3,10,1,1,1,5,5,5,124000
2,10,3,3,3,4,4,2,2,2,3,5,3,10,3,3,3,5,6,6,185000
2,10,3,4,3,5,4,2,2,2,5,5,4,10,3,3,3,5,8,5,230500
2,10,3,3,3,5,4,3,6,2,5,5,4,10,3,3,3,5,7,5,227000
1,10,3,4,3,5,4,2,8,2,5,5,4,10,5,3,3,5,6,5,173500
1,10,3,3,3,5,4,5,8,2,4,5,3,10,3,3,3,5,5,6,140000
1,10,3,4,3,6,4,2,8,2,5,5,4,10,5,3,3,5,8,5,247000
2,10,3,3,3,5,4,5,8,2,3,5,3,10,5,3,3,5,6,5,149900
2,10,3,3,3,5,4,3,6,2,5,5,3,10,2,3,3,5,5,6,158000
2,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,7,5,147110
1,10,3,3,3,4,4,2,2,2,3,5,3,10,2,3,3,1,6,6,119500
1,10,2,3,3,4,4,2,6,2,5,5,3,6,2,3,3,5,5,6,205000
1,10,3,3,4,5,4,4,2,2,5,5,4,10,1,1,1,1,5,9,148000
2,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,8,5,236500
1,10,3,3,3,3,4,2,2,2,3,5,2,10,2,2,3,5,5,5,137000
1,10,3,3,3,4,4,2,3,6,4,5,3,10,3,3,3,5,5,5,122000
2,10,3,4,3,5,4,4,2,2,5,5,4,10,5,3,3,5,7,5,176485
3,10,3,3,3,4,4,2,2,2,3,4,3,10,2,2,2,1,5,5,109000
2,10,3,4,3,5,4,2,8,6,5,5,4,10,5,3,3,5,7,5,330000
1,10,3,3,3,4,4,2,8,2,4,5,3,10,2,3,3,5,6,5,143000
2,10,3,4,3,6,4,5,8,2,5,5,4,10,5,3,3,5,9,5,410000
2,10,3,4,4,5,5,2,8,2,5,5,4,10,3,3,3,5,6,5,201000
1,10,3,3,3,3,4,2,2,2,3,4,3,10,2,2,3,5,4,4,80000
2,10,2,3,3,4,4,2,6,2,5,5,4,10,2,3,3,5,6,8,259500
2,10,3,4,3,5,4,5,8,2,5,5,4,10,5,3,3,5,7,5,279900
1,10,3,3,3,4,4,2,2,3,5,5,4,10,3,3,3,5,5,7,154000
3,10,1,4,3,5,4,5,3,2,4,5,4,10,5,3,3,5,6,7,277000
1,10,3,3,3,4,4,2,2,2,5,4,3,5,2,3,3,5,5,5,128000
1,10,3,4,3,5,4,2,2,2,5,5,4,10,3,3,3,5,8,5,256300
2,10,3,3,4,4,5,2,8,2,5,5,4,10,2,2,3,5,4,6,188000
1,10,3,4,3,6,4,5,8,2,5,5,4,10,5,3,3,5,8,5,312500
1,10,3,4,3,5,4,2,2,2,5,5,4,10,3,3,3,5,7,5,151000
1,10,3,3,3,4,4,2,6,2,5,5,3,7,2,3,3,5,5,5,122500
1,10,3,4,3,5,4,3,8,6,5,5,4,10,3,3,3,5,6,5,188000
2,10,3,4,3,5,4,5,2,2,5,5,4,10,3,3,3,5,7,5,209700
2,10,3,4,3,6,5,5,8,2,5,5,4,10,3,3,3,5,8,5,441929
2,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,6,5,163000
2,10,3,3,3,4,3,5,2,2,4,5,4,10,5,3,3,5,6,8,187500
1,10,3,4,3,5,4,5,8,2,5,5,4,10,5,3,3,5,8,5,220000
1,10,3,3,3,4,4,2,6,4,3,5,4,10,3,3,3,5,5,6,127000
1,10,3,3,3,1,1,1,1,1,5,5,3,5,2,3,3,5,5,7,107500
1,10,3,3,3,4,4,2,2,2,5,5,3,10,1,1,1,5,6,6,128000
4,10,3,3,3,3,4,2,2,2,4,2,3,10,2,3,3,1,5,5,73000
2,10,3,4,3,6,4,5,8,2,5,5,5,10,5,3,3,5,9,5,374000
1,10,3,4,3,6,4,3,8,2,5,5,4,10,5,3,3,5,8,5,421250
2,10,3,3,3,5,4,2,2,2,4,5,3,10,3,3,3,5,6,5,178000
1,10,3,3,3,5,4,4,4,3,3,5,3,10,3,3,3,5,4,5,137500
2,10,3,4,3,5,4,5,8,2,5,5,4,10,5,3,3,5,8,5,301500
1,10,3,3,3,4,4,2,2,2,4,3,3,10,2,2,3,5,6,6,105000
1,10,3,3,3,4,4,4,6,2,3,5,4,10,3,3,3,5,6,7,157500
1,10,3,3,3,4,4,2,2,2,3,4,3,10,2,3,3,1,5,3,117000
1,10,3,3,3,4,4,2,4,2,4,5,3,10,2,3,3,5,5,6,105000
1,10,3,3,3,4,4,2,2,2,5,4,3,3,2,3,3,5,6,5,115000
1,10,3,5,3,6,4,2,2,2,5,5,5,10,3,3,3,5,9,5,360000
1,10,3,3,3,1,1,1,1,1,3,5,3,10,2,3,3,5,5,5,118858
1,10,3,3,3,4,4,2,8,3,4,5,4,10,2,3,3,5,6,8,173000
1,10,3,3,3,4,4,2,2,2,3,4,3,10,2,3,3,5,3,5,78500
2,10,3,4,3,5,4,2,2,2,5,5,4,10,5,3,3,5,7,5,183500
1,10,2,2,3,3,4,2,2,2,3,5,3,6,2,3,3,5,4,4,93000
1,10,3,4,3,5,4,5,8,2,5,5,4,10,5,3,3,5,8,5,226500
2,10,3,4,3,5,4,2,2,2,4,5,3,10,3,3,3,5,6,7,178000
2,10,3,4,3,5,4,4,8,2,5,5,4,10,3,3,3,5,7,5,226000
2,10,2,4,5,4,4,5,4,2,5,5,3,10,3,3,3,5,5,7,173000
2,10,3,3,3,4,4,2,3,4,4,5,3,10,2,3,3,5,5,5,62383
2,10,3,5,3,6,4,4,8,2,5,5,5,10,5,3,3,5,9,5,446261
1,10,3,3,3,4,4,2,6,2,5,5,4,10,2,3,3,5,7,8,160000
1,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,7,5,219990
2,10,3,4,3,5,4,2,2,2,5,5,4,10,3,3,3,5,7,5,191000
1,10,2,3,4,4,4,2,2,3,3,4,3,5,2,2,3,5,5,7,136500
2,10,3,3,3,1,1,1,1,1,3,5,4,6,2,3,3,1,4,5,80000
2,10,3,4,4,5,5,2,8,2,4,5,4,10,2,3,3,5,7,5,229000
1,10,3,4,3,5,4,2,8,2,5,5,4,10,5,3,3,5,7,5,236000
2,10,3,5,3,6,4,5,2,2,5,5,5,10,5,3,3,5,10,5,392000
1,10,3,3,3,4,3,2,4,2,2,5,3,10,2,3,3,5,6,5,149000
2,10,3,5,3,5,4,3,4,8,5,5,5,10,5,3,3,5,10,5,345000
1,10,3,4,4,3,4,2,2,2,5,4,3,10,2,3,3,5,5,8,169000
1,10,3,3,3,4,4,2,2,2,3,5,3,5,2,3,3,1,4,5,109900
1,10,2,3,3,5,4,4,2,2,5,5,3,10,5,3,3,5,7,5,188000
1,10,3,3,2,4,4,2,2,2,5,3,3,10,2,3,3,5,6,6,132500
1,10,2,3,4,4,4,2,6,2,5,5,3,10,3,3,3,5,5,7,143000
1,10,3,3,3,3,4,2,6,2,5,5,3,10,2,3,3,5,5,6,125000
2,10,2,5,3,6,4,5,8,2,5,5,5,10,5,3,3,5,9,5,415000
1,10,3,3,3,3,4,2,2,2,4,5,3,10,2,3,3,5,4,7,125500
1,10,3,3,3,4,4,2,3,2,4,5,3,7,3,3,3,5,6,6,139000
2,10,3,5,3,6,4,5,8,2,5,5,5,10,3,3,3,5,10,5,451950
1,10,3,3,3,4,4,2,2,2,3,5,3,10,1,1,1,5,5,5,119900
2,10,3,4,3,6,4,2,8,2,5,5,4,10,5,3,3,5,8,5,220000
1,10,3,3,3,4,4,2,4,2,3,5,3,10,2,3,3,5,6,6,167300
1,10,3,3,3,4,4,2,3,2,5,5,3,10,2,3,3,5,5,6,122000
1,10,3,3,3,4,4,2,3,2,3,5,3,10,2,3,3,5,5,5,125000
1,10,3,3,3,4,4,2,3,2,4,4,3,10,5,3,3,5,5,6,112500
1,10,3,4,3,5,4,5,2,2,5,5,4,10,3,3,3,5,7,5,191000
1,10,3,3,4,4,4,2,4,2,4,5,3,10,2,3,3,5,6,7,136000
1,10,3,3,3,5,4,4,2,2,5,5,4,10,3,3,3,5,7,5,197900
1,10,3,3,4,4,3,2,2,2,4,5,4,10,2,2,3,5,6,8,117000
1,10,3,4,3,5,4,4,8,2,5,5,4,10,3,3,3,5,7,5,194000
2,10,3,4,3,6,4,4,8,2,5,5,4,10,3,3,3,5,9,5,285000
1,10,3,3,4,4,4,2,6,3,4,5,3,10,1,1,1,5,5,7,127500
2,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,7,5,268000
1,10,3,3,3,4,4,2,2,2,5,5,3,10,2,3,3,1,4,8,137000
2,10,3,3,3,4,4,2,6,4,5,5,4,10,2,3,3,5,7,7,215000
1,10,3,3,3,4,4,2,3,2,3,5,3,10,3,3,3,5,5,5,129500
1,10,3,3,3,5,4,2,2,2,4,4,3,10,2,2,3,5,5,4,115000
1,10,3,3,4,4,4,2,2,2,3,5,3,10,2,2,3,1,5,8,114000
1,10,3,3,3,4,4,2,3,2,3,5,3,10,2,3,3,5,4,4,107000
1,10,3,3,3,4,4,2,3,2,3,5,3,10,2,3,3,5,5,5,118500
1,10,3,3,3,4,4,2,2,2,3,5,3,10,3,3,3,5,6,7,120000
1,10,3,4,3,5,4,4,8,2,5,5,4,10,3,3,3,5,8,5,260000
2,10,3,3,3,4,4,2,4,3,3,5,3,10,3,3,3,5,5,5,136000
1,10,3,3,3,4,4,2,2,2,3,5,3,10,2,3,3,5,4,5,123000
2,10,3,3,2,4,4,2,2,2,3,4,2,10,1,1,1,1,6,7,89500
2,10,3,4,3,5,4,2,2,2,5,5,4,10,5,3,3,5,6,5,199500
2,10,3,3,3,4,4,2,2,2,3,5,3,10,2,3,3,5,5,7,109900
1,10,3,4,3,5,4,2,2,2,5,5,4,10,2,3,3,5,7,9,234000
1,10,3,4,3,5,4,3,8,2,5,5,4,10,3,3,3,5,6,5,155900
1,10,3,3,3,4,4,4,2,2,5,4,3,6,2,3,3,5,4,5,161500
2,2,3,3,3,4,4,2,8,3,4,4,4,10,3,3,3,5,6,6,137500
1,10,3,3,2,4,4,3,2,2,2,3,2,10,1,1,1,1,5,3,76500
2,10,3,4,3,5,4,2,8,2,3,5,3,10,2,3,3,5,6,5,211000
1,10,3,4,3,5,4,2,8,2,5,5,4,10,5,3,3,5,6,5,181000
1,10,3,3,3,4,4,5,3,6,3,5,3,10,3,4,4,5,6,7,174900
2,10,3,3,3,4,4,4,2,6,5,5,3,10,3,3,3,5,5,6,164500
2,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,7,5,214000
1,10,3,3,3,5,4,3,2,2,3,5,3,7,2,3,3,5,7,6,185000
1,10,3,3,3,4,4,2,4,2,5,5,3,10,2,3,3,5,4,7,123000
2,10,3,3,3,5,4,4,8,2,3,5,4,10,3,3,3,5,6,6,183500
1,10,3,4,3,5,4,2,2,2,5,5,4,10,2,3,3,5,8,5,174000
2,10,3,3,3,4,4,2,3,2,3,5,3,5,2,3,3,2,5,5,130000
1,10,3,3,3,4,5,2,2,2,5,5,5,10,2,2,3,5,7,7,178000
2,10,3,3,3,5,4,2,8,2,4,5,3,10,5,3,3,5,5,5,189900
1,10,3,4,3,5,4,4,8,2,5,5,4,10,5,3,3,5,6,5,144000
1,10,3,4,4,4,4,4,6,2,5,5,3,10,2,3,3,5,6,8,120500
1,10,3,3,3,5,4,2,2,2,5,5,3,10,2,3,3,5,5,5,145000
1,10,3,4,3,5,4,4,8,2,5,5,5,10,3,3,3,5,8,5,251000
1,10,3,3,3,4,4,2,2,2,3,5,3,10,1,1,1,5,4,5,136500
1,10,3,3,3,1,1,1,1,1,3,3,3,10,1,1,1,1,4,5,82500
1,5,3,2,2,1,1,1,1,1,3,4,3,7,2,3,3,1,2,4,57625
2,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,7,5,212500
1,10,3,3,3,6,4,2,8,2,5,5,3,10,2,3,3,5,6,5,164000
1,10,3,3,3,4,4,2,2,2,4,5,4,10,2,3,3,5,6,5,139000
1,10,3,4,3,5,4,2,4,2,5,5,4,10,2,3,3,5,7,5,160000
1,10,3,3,3,5,4,4,8,2,3,5,3,10,2,3,3,5,5,6,149000
1,10,3,3,3,4,4,2,4,2,3,5,3,10,3,3,3,5,5,6,130000
2,10,3,3,3,4,4,2,2,2,4,5,3,10,2,3,3,5,7,6,140000
1,10,3,4,3,5,4,2,2,2,5,5,4,10,5,3,3,5,8,5,264500
2,10,3,3,3,4,4,2,3,2,3,4,3,10,5,3,3,5,5,5,141000
2,10,3,4,3,5,4,2,8,2,5,5,4,10,5,3,3,5,7,5,199900
1,10,3,3,3,5,4,2,6,2,3,5,3,10,3,3,3,5,6,5,167900
2,10,3,3,3,4,4,2,4,3,5,5,4,10,2,3,3,5,6,6,181900
1,10,3,4,3,5,4,4,8,2,5,5,4,10,3,3,3,5,8,5,262500
2,10,3,3,4,5,4,2,8,2,5,5,4,10,3,3,3,5,7,7,230000
2,10,3,4,3,6,4,4,8,2,5,5,4,10,5,3,3,5,9,5,328900
2,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,8,5,232698
2,10,3,4,3,5,4,4,8,2,5,5,4,10,3,3,3,5,8,5,221800
1,10,3,3,3,4,4,2,6,2,4,5,4,7,2,3,3,1,5,7,152400
1,10,3,4,3,5,4,2,2,2,5,5,4,10,2,3,3,5,7,5,213000
2,10,3,4,3,5,4,2,2,2,5,5,4,10,3,3,3,5,7,5,184900
1,10,3,3,3,4,4,3,4,2,3,5,3,10,2,3,3,5,5,5,157000
2,10,3,3,3,4,4,2,4,2,4,5,3,7,2,3,3,5,5,6,144000
1,10,3,3,3,5,4,2,8,2,5,5,3,10,3,3,3,5,6,5,192350
1,10,3,3,3,4,4,2,4,2,5,5,3,10,3,3,3,5,7,6,163500
1,10,3,3,3,5,4,2,8,2,5,5,4,10,2,3,3,5,7,5,262280
1,10,3,4,3,5,4,4,8,2,5,5,4,10,3,3,3,5,7,5,214000
2,10,3,3,3,4,4,2,6,8,5,5,5,10,5,3,3,5,6,7,230000
1,10,3,4,3,6,5,2,2,2,5,5,4,10,3,3,3,5,7,5,280000
1,10,3,3,3,4,4,2,8,2,4,4,3,10,2,3,3,5,4,6,140000
1,10,3,3,3,4,4,2,2,2,3,5,3,10,2,3,3,5,6,5,155000
1,10,3,2,2,4,3,2,2,2,2,2,2,10,1,1,1,1,3,3,64500
2,10,3,4,4,5,4,2,8,2,5,5,4,10,3,3,3,5,6,7,218000
1,10,3,3,3,4,6,4,6,2,3,5,3,10,2,3,3,5,5,7,160000
1,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,8,5,208900
2,10,3,3,3,1,1,1,1,1,3,5,5,10,2,3,3,5,5,7,284700
1,10,3,4,3,5,4,2,2,2,5,5,4,10,2,3,3,5,7,5,146000
3,10,3,4,3,5,4,2,8,2,5,5,5,10,5,3,3,5,8,5,245500
1,10,2,3,3,4,4,2,2,2,5,5,3,10,2,2,3,5,6,7,113000
2,10,3,4,3,6,4,5,8,2,5,5,4,10,5,3,3,5,8,5,296000
2,10,3,4,3,6,4,5,8,2,5,5,4,10,5,3,3,5,9,5,377426
1,10,3,5,3,6,4,5,8,2,5,5,5,10,5,3,3,5,10,5,337500
2,10,2,5,3,6,4,5,8,2,5,5,5,10,5,3,3,5,10,5,552000
1,10,3,3,4,3,4,3,2,2,5,5,3,10,2,3,1,5,4,7,97900
2,10,3,4,3,5,4,2,8,2,5,5,4,10,5,3,3,5,6,5,208300
1,10,3,3,3,5,4,3,2,2,5,5,4,10,2,3,3,5,7,5,213000
2,10,3,3,3,5,4,4,2,2,5,5,4,10,5,3,3,5,7,5,188000
2,10,3,3,3,4,4,2,3,2,5,4,3,10,3,3,3,5,6,6,162000
1,10,3,3,3,4,4,2,4,2,3,4,3,10,2,3,3,5,5,5,152000
1,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,7,5,254900
3,10,3,4,3,5,4,4,8,2,5,5,4,10,3,3,3,5,7,5,189000
2,10,3,4,4,5,4,2,8,3,3,5,4,10,5,3,3,5,7,5,235000
1,10,3,3,3,4,4,2,6,2,3,5,3,10,2,3,3,5,5,5,125000
1,10,3,3,3,5,4,2,2,2,5,5,3,10,2,3,3,5,7,6,120000
1,10,3,3,2,1,1,1,1,1,3,4,3,5,2,2,3,1,1,3,81500
1,10,3,3,4,5,4,4,8,2,3,5,3,10,1,1,1,5,6,5,118500
1,10,3,5,3,6,4,3,8,2,5,5,5,10,5,3,3,5,9,5,370878
1,10,3,3,3,4,4,2,4,2,3,4,3,10,2,3,3,5,5,6,145000
2,10,3,4,4,4,4,2,4,2,5,5,4,10,2,3,3,5,7,9,311500
1,10,3,4,3,5,4,4,8,2,5,5,4,10,5,3,3,5,7,5,210250
2,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,7,5,200000
