,bedroom_abvgr,year_remod/add,overall_cond,house_style,garage_cars,lot_area,neighborhood,bldg_type,total_sf,total_bath,saleprice
320,2,1950,6,1.5Fin,2.0,12358,OldTown,1Fam,1574.0,1.5,128500
321,3,2004,5,2Story,2.0,8577,Gilbert,1Fam,2580.0,2.5,185088
322,3,2008,5,1Story,2.0,8640,Somerst,1Fam,2804.0,2.0,229800
323,3,1984,6,1Story,1.0,10447,Mitchel,1Fam,1751.0,1.0,124500
324,3,1968,5,1Story,2.0,9600,NAmes,1Fam,2102.0,1.0,142000
325,3,1950,8,2Story,1.0,4899,SWISU,1Fam,2265.0,1.0,149000
326,4,1973,5,1Story,2.0,9246,NWAmes,Duplex,3312.0,2.0,135000
327,2,1976,5,1Story,2.0,4928,NPkVill,TwnhsE,2036.0,2.0,128000
328,4,1993,5,1Story,2.0,12692,NoRidge,1Fam,6428.0,3.0,430000
329,3,1968,7,1Story,2.0,7476,Sawyer,1Fam,2080.0,1.5,145000
330,3,2003,6,1.5Fin,2.0,5362,Crawfor,1Fam,1911.0,2.0,139000
331,3,2003,7,SLvl,2.0,12090,NWAmes,1Fam,2453.0,3.5,178000
332,4,2006,5,2Story,4.0,12539,NridgHt,1Fam,4410.0,2.5,460000
333,5,1994,6,2.5Unf,2.0,11888,BrkSide,1Fam,2978.0,2.0,214500
334,5,1995,8,2Story,0.0,7082,SWISU,2fmCon,2614.0,2.0,160000
335,3,1999,5,2Story,2.0,8755,Gilbert,1Fam,3052.0,2.5,214000
336,3,1998,8,1.5Fin,1.0,4080,OldTown,1Fam,2279.0,1.0,128900
337,3,1975,4,1Story,4.0,32463,Mitchel,2fmCon,2871.0,1.0,168000
338,3,2007,5,2Story,3.0,12217,Somerst,1Fam,2835.0,2.5,310013
339,2,1986,5,1Story,2.0,3696,StoneBr,TwnhsE,2162.0,1.5,170000
340,3,1959,5,1Story,1.0,7560,NAmes,1Fam,2080.0,1.0,133700
341,3,1996,7,2Story,1.0,10592,Crawfor,1Fam,2104.0,1.5,165000
342,2,1971,3,2Story,1.0,1680,BrDale,TwnhsE,1470.0,1.5,89500
343,2,1958,5,SLvl,1.0,10382,NAmes,2fmCon,1683.0,1.0,140000
344,3,2004,5,2Story,2.0,2522,Edwards,Twnhs,2679.0,2.0,134000
345,3,1993,5,2Story,2.0,9370,SawyerW,1Fam,2567.0,2.5,248500
346,0,2001,9,SLvl,1.0,10246,Sawyer,1Fam,1608.0,0.0,145000
347,3,1975,6,2Story,2.0,11475,NWAmes,1Fam,2265.0,2.5,179900
348,2,2007,5,1Story,3.0,9986,Somerst,1Fam,3590.0,2.0,147000
349,3,1991,5,2Story,2.0,10475,Mitchel,1Fam,1898.0,1.5,136000
350,3,1950,6,1.5Fin,2.0,6000,BrkSide,1Fam,1768.0,1.5,128000
351,2,2001,9,1Story,1.0,4280,Sawyer,1Fam,1264.0,1.0,88750
352,3,1955,6,1Story,1.0,10895,NAmes,1Fam,1944.0,1.0,122500
353,3,1950,5,1.5Fin,1.0,17503,NAmes,1Fam,2370.0,1.0,97500
354,2,1963,7,1Story,2.0,9723,NAmes,1Fam,2016.0,1.0,135000
355,3,2007,5,1Story,3.0,11694,NridgHt,1Fam,3650.0,2.0,314813
356,2,1982,2,1.5Fin,0.0,8470,IDOTRR,1Fam,2026.0,1.0,85000
357,2,2000,9,1.5Fin,2.0,6000,BrkSide,1Fam,1874.0,1.0,134900
358,3,1999,8,1Story,1.0,10519,Edwards,1Fam,2114.0,1.0,137000
359,2,1995,6,1Story,3.0,10437,NoRidge,1Fam,4222.0,2.5,350000
360,3,1975,7,1Story,1.0,7514,NAmes,1Fam,2330.0,1.0,145000
361,4,2006,5,2Story,3.0,13654,NridgHt,1Fam,4462.0,2.5,418000
362,2,1950,4,1Story,1.0,5747,OldTown,1Fam,1638.0,1.0,64000
363,3,2000,5,1.5Fin,1.0,4500,SWISU,1Fam,2313.0,1.0,159434
364,3,2007,5,1Story,3.0,11830,Somerst,1Fam,3084.0,2.0,260261
365,4,1952,4,1.5Fin,2.0,8520,NAmes,1Fam,2295.0,2.0,166000
366,3,1962,5,SFoyer,1.0,6760,NAmes,1Fam,1832.0,1.0,130000
367,4,1950,4,1.5Fin,1.0,6191,SWISU,1Fam,2112.0,1.0,112000
368,3,1963,6,1Story,2.0,8700,NAmes,1Fam,2248.0,2.0,155000
369,4,2010,5,2Story,3.0,12003,Timber,1Fam,2742.0,2.5,269500
370,3,1964,5,SLvl,2.0,12700,NAmes,1Fam,2492.0,1.0,172000
371,3,1984,6,2Story,1.0,13125,Crawfor,1Fam,2540.0,1.5,219500
372,2,1963,6,1Story,2.0,8638,Sawyer,1Fam,1850.0,1.0,133500
373,3,2000,5,SLvl,2.0,9967,Gilbert,1Fam,1814.0,2.5,170000
374,3,2003,9,2Story,1.0,9600,OldTown,1Fam,2496.0,2.0,150000
375,2,1953,5,1Story,2.0,12774,NAmes,1Fam,1934.0,1.0,130000
376,3,1959,6,SLvl,1.0,8163,NAmes,1Fam,2288.0,1.0,143000
377,3,1961,5,1Story,2.0,9900,NAmes,1Fam,2228.0,1.0,140000
378,3,1973,6,1Story,2.0,13651,NAmes,1Fam,4446.0,2.0,244000
379,3,1996,7,2.5Unf,1.0,7200,IDOTRR,1Fam,1641.0,1.0,101000
380,3,1958,5,1Story,2.0,9750,OldTown,1Fam,1920.0,1.0,125000
381,3,1998,5,2Story,2.0,11184,Gilbert,1Fam,2565.0,2.5,183000
382,5,1950,6,2.5Fin,0.0,5520,OldTown,1Fam,2613.0,1.0,104000
383,2,1954,7,1.5Unf,1.0,6390,NAmes,1Fam,1920.0,1.0,112500
384,3,1980,6,1Story,2.0,10240,NWAmes,1Fam,3372.0,2.0,207500
385,3,2005,5,1Story,2.0,9316,CollgCr,1Fam,3228.0,2.0,225000
386,3,1972,8,1Story,1.0,7200,CollgCr,1Fam,1728.0,1.0,119900
387,4,2006,5,1Story,3.0,12228,NridgHt,1Fam,3461.0,2.0,293000
388,3,1993,6,1Story,2.0,10335,Sawyer,1Fam,3182.0,2.5,180000
389,3,1976,5,SLvl,3.0,12328,Mitchel,1Fam,2046.0,1.0,169900
390,4,1978,5,1.5Fin,2.0,8930,Sawyer,Duplex,1902.0,2.0,112000
391,3,1985,5,1Story,2.0,9672,SawyerW,1Fam,2137.0,2.0,152000
392,4,2006,5,2Story,3.0,13975,NridgHt,1Fam,3296.0,2.5,300000
393,3,1976,5,SLvl,2.0,7819,Edwards,1Fam,2146.0,1.0,107000
394,4,1950,6,2Story,2.0,11340,OldTown,2fmCon,3067.0,2.0,122500
395,2,1972,5,2Story,1.0,1680,BrDale,Twnhs,1431.0,1.5,89000
396,3,1950,5,1.5Fin,1.0,6001,SWISU,1Fam,1519.0,1.0,95000
397,3,1968,6,1Story,2.0,11700,NWAmes,1Fam,2064.0,1.5,143450
398,3,2010,5,2Story,3.0,12858,NridgHt,1Fam,3924.0,2.5,376162
399,3,1960,5,1Story,2.0,9300,NAmes,1Fam,2532.0,1.0,167500
400,2,1979,5,SFoyer,2.0,7018,SawyerW,Duplex,2310.0,1.0,153337
401,3,1950,6,2Story,1.0,6629,Edwards,1Fam,2041.0,2.0,103600
402,3,1976,6,1Story,1.0,10650,CollgCr,1Fam,1788.0,1.0,128200
403,3,2000,5,2Story,2.0,2117,Somerst,Twnhs,2329.0,2.5,177500
404,3,2002,5,2Story,3.0,13650,NridgHt,1Fam,3921.0,2.5,320000
405,3,2000,5,2Story,2.0,8433,Gilbert,1Fam,2308.0,2.5,190000
406,3,1971,5,2Story,0.0,1680,BrDale,Twnhs,1890.0,1.5,91500
407,3,1954,4,1.5Fin,1.0,6000,OldTown,2fmCon,2198.0,2.0,93000
408,3,1950,4,2Story,1.0,8500,IDOTRR,1Fam,1966.0,1.0,40000
409,3,2006,7,2Story,0.0,6882,IDOTRR,1Fam,2039.0,1.5,127000
410,3,1950,7,1Story,1.0,8712,IDOTRR,1Fam,1708.0,1.0,50138
411,3,1976,7,1Story,1.0,7917,Edwards,1Fam,2256.0,1.5,148000
412,2,1955,6,1Story,1.0,6900,IDOTRR,1Fam,1518.0,1.0,120500
413,3,1950,7,1.5Fin,1.0,9900,SWISU,1Fam,2267.0,2.0,139500
414,3,2008,5,1Story,3.0,13286,Edwards,1Fam,3396.0,2.0,320000
415,3,1980,8,2Story,2.0,12888,Sawyer,1Fam,3272.0,1.5,219000
416,2,1983,5,1Story,2.0,8885,Mitchel,1Fam,1766.0,1.0,131000
417,3,2006,5,2Story,2.0,8857,Gilbert,1Fam,2233.0,2.5,171925
418,3,1997,5,1Story,2.0,14137,Gilbert,1Fam,2732.0,2.0,177900
419,3,1950,7,2Story,1.0,6720,Crawfor,1Fam,2021.0,1.0,141500
420,3,1999,5,2Story,2.0,7500,Gilbert,1Fam,2588.0,2.5,191000
421,3,2004,5,1Story,2.0,13072,SawyerW,1Fam,2316.0,1.5,158000
422,3,2007,5,1Story,3.0,10656,Timber,1Fam,3284.0,2.0,248900
423,3,1950,7,1.5Fin,1.0,7200,SWISU,1Fam,2499.0,1.5,175000
424,3,2000,7,1Story,1.0,8800,NAmes,2fmCon,2752.0,2.0,185900
425,2,1970,7,2.5Unf,2.0,10800,OldTown,1Fam,2648.0,1.5,163000
426,4,1951,6,1.5Fin,0.0,9000,IDOTRR,2fmCon,2056.0,2.0,115000
427,3,1978,5,SLvl,2.0,13014,Sawyer,1Fam,2104.0,1.0,157500
428,4,1999,5,2Story,3.0,15896,Gilbert,1Fam,3489.0,2.5,245000
429,2,1993,5,1Story,2.0,5395,StoneBr,TwnhsE,2674.0,2.0,180000
430,2,2004,5,2Story,2.0,5105,Somerst,TwnhsE,1653.0,2.5,148800
431,3,2002,5,2Story,2.0,9473,CollgCr,1Fam,3159.0,2.5,237000
432,1,1950,5,1Story,1.0,8400,SWISU,1Fam,728.0,1.0,60000
433,3,1976,5,SFoyer,2.0,12102,Edwards,1Fam,1489.0,1.0,165000
434,4,2003,5,2Story,2.0,10905,CollgCr,1Fam,3456.0,2.5,240000
435,3,1993,5,1Story,2.0,9556,Gilbert,1Fam,2355.0,2.0,160000
436,3,1950,6,1.5Fin,1.0,6430,SWISU,2fmCon,2120.0,1.0,128000
437,2,1955,5,1Story,0.0,6040,Edwards,Duplex,1152.0,2.0,82000
438,2,2008,8,1Story,2.0,14695,NAmes,1Fam,3129.0,2.0,256000
439,3,1988,9,2Story,2.0,9000,OldTown,1Fam,2132.0,1.0,143000
440,3,2007,5,1Story,2.0,8368,Timber,1Fam,3378.0,2.0,231713
441,3,1990,5,1Story,3.0,41600,Gilbert,2fmCon,2524.0,1.5,155000
442,2,1983,7,1Story,1.0,6490,Mitchel,1Fam,1632.0,1.0,128500
443,2,1950,8,1Story,1.0,7290,SWISU,1Fam,2652.0,2.0,168000
444,4,2004,9,2Story,2.0,7472,NAmes,1Fam,2204.0,1.5,184000
445,3,1962,5,SFoyer,0.0,7000,NAmes,2fmCon,2050.0,1.0,124000
446,2,1970,6,1Story,2.0,11717,NWAmes,1Fam,2884.0,2.0,185000
447,3,2000,5,2Story,2.0,11194,Gilbert,1Fam,3342.0,2.5,230500
448,3,1998,5,2Story,3.0,11250,CollgCr,1Fam,2993.0,2.5,227000
449,3,2005,5,2Story,2.0,8633,CollgCr,1Fam,2214.0,2.5,173500
450,3,1968,6,SFoyer,1.0,8400,NAmes,1Fam,1731.0,1.0,140000
451,3,2007,5,1Story,2.0,10037,Somerst,1Fam,2920.0,2.0,247000
452,3,1978,5,SFoyer,2.0,8014,Sawyer,1Fam,1490.0,1.0,149900
453,3,1978,6,1Story,2.0,12250,CollgCr,1Fam,2038.0,1.0,158000
454,2,2003,5,2Story,2.0,2403,Somerst,TwnhsE,1610.0,2.5,147110
455,3,1950,6,1.5Fin,1.0,8600,IDOTRR,1Fam,2156.0,2.0,119500
456,2,1950,6,1.5Fin,2.0,13680,Crawfor,1Fam,2407.0,1.5,205000
457,3,1999,9,2Story,0.0,10800,OldTown,1Fam,2270.0,1.5,148000
458,2,1996,5,1Story,2.0,5389,StoneBr,TwnhsE,3211.0,2.0,236500
459,3,1950,5,1.5Fin,1.0,10890,SWISU,1Fam,2609.0,2.0,137000
460,2,1955,5,1Story,1.0,9768,NAmes,1Fam,1920.0,1.0,122000
461,3,2007,5,1Story,2.0,8993,Gilbert,1Fam,2604.0,2.0,176485
462,2,1950,5,1Story,1.0,11672,BrkSide,1Fam,1632.0,1.0,109000
463,1,1998,5,1Story,1.0,9763,GrnHill,TwnhsE,3004.0,1.5,330000
464,3,2008,5,1Story,1.0,9836,OldTown,1Fam,1325.0,1.0,143000
465,4,1998,5,2Story,3.0,10557,NoRidge,1Fam,4486.0,2.5,410000
466,3,1994,5,2Story,2.0,8462,SawyerW,1Fam,2649.0,2.5,201000
467,4,1950,4,1.5Fin,2.0,10818,OldTown,1Fam,2837.0,1.5,80000
468,3,2002,8,2Story,1.0,7259,Crawfor,1Fam,3348.0,2.5,259500
469,5,2004,5,2Story,2.0,11800,Timber,1Fam,3608.0,3.5,279900
470,3,1994,7,1Story,1.0,7500,NAmes,1Fam,2492.0,1.5,154000
471,4,2006,7,1.5Fin,2.0,159000,ClearCr,1Fam,3588.0,2.0,277000
472,3,1950,5,1.5Fin,1.0,6488,Edwards,1Fam,1949.0,1.0,128000
473,3,2007,5,1Story,3.0,14230,NridgHt,1Fam,3166.0,2.0,256300
474,4,2003,6,1.5Fin,1.0,7810,Crawfor,1Fam,2685.0,2.0,188000
475,3,2002,5,1Story,3.0,14331,Timber,1Fam,3600.0,2.0,312500
476,2,2005,5,2Story,2.0,3182,Somerst,TwnhsE,1800.0,2.5,151000
477,2,1971,5,2Story,2.0,1920,BrDale,TwnhsE,2130.0,1.5,122500
478,3,2003,5,2Story,2.0,10110,SawyerW,1Fam,2531.0,2.5,188000
479,3,2006,5,2Story,2.0,10984,CollgCr,1Fam,2754.0,2.5,209700
480,1,2006,5,1Story,2.0,14082,StoneBr,1Fam,4454.0,1.5,441929
481,3,1994,5,2Story,2.0,8480,SawyerW,1Fam,2566.0,2.5,163000
482,5,2007,8,2Story,2.0,12205,ClearCr,1Fam,2919.0,2.5,187500
483,2,2000,5,1Story,2.0,15750,CollgCr,1Fam,2975.0,2.0,220000
484,3,1993,6,1Story,1.0,8050,NAmes,1Fam,2056.0,1.0,127000
485,2,2007,7,1Story,1.0,7200,NAmes,1Fam,827.0,1.0,107500
486,3,2001,6,2.5Unf,0.0,6300,OldTown,1Fam,2226.0,2.0,128000
487,2,2004,5,1Story,2.0,5232,OldTown,1Fam,1444.0,1.0,73000
488,2,2004,5,1Story,3.0,11846,NridgHt,1Fam,3584.0,2.0,374000
489,4,2002,5,2Story,3.0,16900,NridgHt,1Fam,4128.0,2.5,421250
490,3,1993,5,2Story,2.0,9636,Gilbert,1Fam,2401.0,2.5,178000
491,3,1972,5,SFoyer,2.0,10012,Edwards,1Fam,2319.0,2.0,137500
492,2,1994,5,1Story,2.0,14303,NoRidge,1Fam,3973.0,2.0,301500
493,3,1950,6,2Story,1.0,5707,SWISU,1Fam,1825.0,1.5,105000
494,2,2004,7,1Story,2.0,9360,NAmes,1Fam,1952.0,1.0,157500
495,2,1950,3,1.5Fin,1.0,5680,OldTown,1Fam,2183.0,1.0,117000
496,3,1962,6,1Story,1.0,7000,NAmes,1Fam,1728.0,1.0,105000
497,3,1950,5,1.5Fin,1.0,10480,SWISU,1Fam,2230.0,1.0,115000
498,3,2008,5,1Story,3.0,11578,NridgHt,1Fam,3472.0,2.0,360000
499,4,1979,5,1Story,2.0,7018,SawyerW,Duplex,1535.0,2.0,118858
500,4,2000,8,2Story,2.0,9130,NWAmes,1Fam,2432.0,1.5,173000
501,1,1998,5,1Story,1.0,10800,OldTown,1Fam,1355.0,1.5,78500
502,3,2004,5,2Story,2.0,8244,Gilbert,1Fam,2560.0,2.5,183500
503,2,1953,4,1Story,2.0,6000,OldTown,2fmCon,1872.0,1.0,93000
504,2,2003,5,1Story,3.0,3621,Blmngtn,TwnhsE,2995.0,2.0,226500
505,3,1994,7,2Story,2.0,7837,Gilbert,1Fam,2370.0,2.5,178000
506,3,2003,5,1Story,2.0,10665,CollgCr,1Fam,2932.0,2.0,226000
507,4,1969,7,2Story,2.0,10457,Mitchel,1Fam,2416.0,1.5,173000
508,3,1965,5,1Story,1.0,8281,Sawyer,1Fam,1728.0,1.0,62383
509,3,2008,5,2Story,3.0,14948,NridgHt,1Fam,4165.0,2.5,446261
510,3,1997,8,2Story,1.0,7000,SWISU,1Fam,2103.0,1.0,160000
511,2,2004,5,1Story,3.0,3940,Blmngtn,TwnhsE,2969.0,2.0,219990
512,3,2000,5,1Story,2.0,9382,CollgCr,1Fam,2947.0,2.0,191000
513,1,1994,7,1Story,1.0,6854,BrkSide,1Fam,1816.0,1.0,136500
514,3,1994,5,1Story,1.0,11515,Edwards,1Fam,943.0,1.0,80000
515,4,1988,5,1.5Fin,3.0,13837,NWAmes,1Fam,3387.0,2.5,229000
516,3,1994,5,2Story,2.0,9938,SawyerW,1Fam,2999.0,2.5,236000
517,3,2007,5,1Story,3.0,12633,Timber,1Fam,3648.0,2.0,392000
518,4,1950,5,2Story,1.0,6876,IDOTRR,1Fam,2650.0,2.0,149000
519,2,1999,5,2Story,2.0,3951,Somerst,TwnhsE,3363.0,2.5,345000
520,5,2005,8,2Story,2.0,9856,OldTown,1Fam,2730.0,2.0,169000
521,2,1950,5,1Story,1.0,17808,Edwards,1Fam,1726.0,1.0,109900
522,3,1994,5,2Story,3.0,9627,Mitchel,1Fam,2996.0,2.5,188000
523,4,1950,6,1.5Fin,1.0,6000,BrkSide,1Fam,2192.0,1.0,132500
524,3,1994,7,1Story,1.0,9757,CollgCr,1Fam,1980.0,1.0,143000
525,4,1951,6,1Story,1.0,9280,Edwards,1Fam,2684.0,1.0,125000
526,2,2005,5,1Story,3.0,14780,NridgHt,1Fam,3736.0,2.0,415000
527,3,1950,7,2Story,2.0,7740,OldTown,1Fam,1985.0,1.0,125500
528,3,1988,6,1Story,1.0,9600,NAmes,1Fam,2872.0,2.0,139000
529,3,2008,5,2Story,3.0,13478,NridgHt,1Fam,4018.0,2.5,451950
530,6,1959,5,1Story,0.0,10926,Edwards,Duplex,3356.0,2.0,119900
531,2,2002,5,1Story,2.0,6853,Timber,1Fam,2563.0,2.0,220000
532,3,1971,6,1Story,2.0,10667,NAmes,1Fam,3174.0,2.0,167300
533,3,1950,6,1.5Fin,1.0,8212,Edwards,1Fam,2018.0,1.0,122000
534,6,1963,5,1Story,2.0,9100,Sawyer,Duplex,3456.0,2.0,125000
535,3,1957,6,1Story,1.0,6000,OldTown,1Fam,1856.0,1.0,112500
536,3,2006,5,2Story,2.0,9316,CollgCr,1Fam,2674.0,2.5,191000
537,3,1958,7,1Story,1.0,9464,NAmes,1Fam,2160.0,1.0,136000
538,3,1998,5,2Story,2.0,10400,CollgCr,1Fam,2645.0,2.5,197900
539,2,2003,8,1.5Fin,1.0,5310,OldTown,1Fam,2120.0,1.0,117000
540,2,2006,5,1Story,2.0,7406,CollgCr,1Fam,2419.0,2.0,194000
541,1,2001,5,1Story,2.0,4538,Somerst,TwnhsE,2620.0,1.5,285000
542,4,1999,7,1.5Fin,0.0,10106,Edwards,2fmCon,1999.0,2.0,127500
543,4,2000,5,2Story,2.0,13346,NoRidge,1Fam,3390.0,2.5,268000
544,4,1950,8,2Story,2.0,9639,OldTown,1Fam,2873.0,2.5,137000
545,4,1967,7,1Story,2.0,15387,NWAmes,1Fam,3240.0,2.0,215000
546,3,1955,5,1Story,1.0,10050,NAmes,1Fam,2432.0,1.0,129500
547,3,1950,4,1.5Fin,1.0,6240,BrkSide,1Fam,2240.0,1.0,115000
548,3,1950,8,1.5Fin,1.0,7506,OldTown,1Fam,1906.0,1.0,114000
549,2,1966,4,1Story,1.0,8900,SawyerW,1Fam,2112.0,1.0,107000
550,2,1950,5,1.5Fin,1.0,8480,NAmes,1Fam,2048.0,1.0,118500
551,3,1950,7,1.5Fin,1.0,6000,BrkSide,1Fam,2020.0,1.0,120000
552,3,2005,5,1Story,2.0,8847,Somerst,1Fam,3076.0,2.0,260000
553,3,1959,5,1Story,1.0,8050,NAmes,1Fam,2286.0,1.0,136000
554,3,1971,5,1Story,4.0,8294,NAmes,1Fam,1730.0,1.0,123000
555,3,1950,7,1.5Fin,0.0,7920,IDOTRR,1Fam,1725.0,1.0,89500
556,3,2005,5,1Story,2.0,18494,Gilbert,1Fam,2648.0,2.0,199500
557,3,1966,7,1Story,1.0,7162,Sawyer,1Fam,1780.0,1.0,109900
558,3,2004,9,2Story,1.0,10918,Crawfor,1Fam,3356.0,1.5,234000
559,1,2004,5,1Story,2.0,4435,CollgCr,TwnhsE,1696.0,1.0,155900
560,5,1989,5,1.5Fin,1.0,11250,ClearCr,1Fam,2892.0,1.0,161500
561,3,1958,6,SLvl,2.0,14375,Timber,1Fam,2163.0,1.0,137500
562,4,1950,3,2Story,0.0,9045,OldTown,2fmCon,3096.0,2.0,76500
563,4,1989,5,2Story,2.0,10029,ClearCr,1Fam,3211.0,2.5,211000
564,2,1999,5,1Story,2.0,4060,NAmes,TwnhsE,2742.0,2.0,181000
565,3,1966,7,SLvl,2.0,9020,NAmes,1Fam,2292.0,1.5,174900
566,3,1966,6,SLvl,2.0,11777,Sawyer,1Fam,2484.0,1.0,164500
567,3,2004,5,1Story,2.0,10171,NridgHt,1Fam,3052.0,2.0,214000
568,3,1988,6,2Story,2.0,10400,NWAmes,1Fam,2782.0,2.5,185000
569,2,1950,7,1.5Fin,1.0,6240,BrkSide,1Fam,1840.0,1.0,123000
570,2,1979,6,SFoyer,2.0,12150,Mitchel,1Fam,2300.0,2.0,183500
571,2,2000,5,2Story,2.0,2645,Somerst,Twnhs,2217.0,2.5,174000
572,3,1953,5,1Story,2.0,22692,Edwards,1Fam,2703.0,2.0,130000
573,3,1990,7,2Story,2.0,9600,OldTown,1Fam,2369.0,1.5,178000
574,3,1998,5,2Story,2.0,13830,Gilbert,1Fam,2557.0,2.5,189900
575,1,2004,5,1Story,2.0,4435,CollgCr,TwnhsE,1696.0,1.0,144000
576,2,2007,8,1Story,1.0,5890,IDOTRR,1Fam,1632.0,1.0,120500
577,3,1995,5,1Story,2.0,10859,CollgCr,1Fam,2194.0,1.5,145000
578,2,2000,5,1Story,2.0,5330,StoneBr,TwnhsE,3146.0,2.0,251000
579,4,1968,5,1Story,0.0,10778,Sawyer,Duplex,3536.0,2.0,136500
580,2,1955,5,1Story,0.0,6845,Edwards,Duplex,1152.0,2.0,82500
581,1,1950,4,1Story,1.0,21780,IDOTRR,1Fam,810.0,1.0,57625
582,2,2008,5,1Story,2.0,10307,NridgHt,TwnhsE,2708.0,2.0,212500
583,2,1998,5,1Story,2.0,4500,Mitchel,Twnhs,2432.0,2.0,164000
584,4,1957,5,1.5Fin,1.0,9060,IDOTRR,1Fam,2605.0,2.0,139000
585,2,2000,5,2Story,2.0,2160,Somerst,Twnhs,1852.0,2.5,160000
586,2,1993,6,SFoyer,2.0,7669,Mitchel,1Fam,1711.0,1.0,149000
587,3,1968,6,1Story,1.0,9858,Mitchel,1Fam,1738.0,1.0,130000
588,3,1950,6,2Story,2.0,10300,OldTown,1Fam,2286.0,2.0,140000
589,3,2009,5,1Story,2.0,8125,Somerst,1Fam,3672.0,2.0,264500
590,2,1957,5,1Story,1.0,14850,NAmes,1Fam,2184.0,1.0,141000
591,1,2007,5,1Story,2.0,4274,Somerst,TwnhsE,2482.0,1.5,199900
592,2,1977,5,1Story,2.0,9650,NWAmes,1Fam,2684.0,2.0,167900
593,3,1987,6,1Story,2.0,14585,NAmes,1Fam,2573.0,1.0,181900
594,3,2008,5,1Story,2.0,9000,Somerst,1Fam,3132.0,2.0,262500
595,4,1992,7,2Story,2.0,13774,NWAmes,1Fam,3196.0,2.0,230000
596,2,2000,5,1Story,2.0,5119,Somerst,TwnhsE,3407.0,2.0,328900
597,3,2005,5,1Story,2.0,9254,NridgHt,1Fam,3442.0,2.0,232698
598,2,2008,5,1Story,3.0,10324,CollgCr,1Fam,2508.0,2.0,221800
599,2,1973,7,1.5Fin,3.0,8375,Sawyer,1Fam,1926.0,1.5,152400
600,3,2001,5,1Story,2.0,9750,CollgCr,1Fam,3260.0,2.0,213000
601,3,2005,5,2Story,2.0,7632,SawyerW,1Fam,2369.0,2.5,184900
602,2,1953,5,1Story,1.0,15750,Crawfor,2fmCon,2501.0,1.0,157000
603,2,2002,6,1Story,2.0,9240,Sawyer,1Fam,2075.0,1.0,144000
604,2,1999,5,1Story,2.0,10400,NWAmes,1Fam,2612.0,2.0,192350
605,3,1966,6,1Story,2.0,8800,NAmes,1Fam,2374.0,2.0,163500
606,4,1990,5,2Story,2.0,11839,SawyerW,1Fam,3804.0,2.5,262280
607,3,2003,5,1Story,2.0,9135,CollgCr,1Fam,3072.0,2.0,214000
608,2,2004,7,1Story,2.0,14115,Crawfor,1Fam,2884.0,1.0,230000
609,3,2006,5,2Story,3.0,14154,NridgHt,1Fam,3235.0,2.5,280000
610,3,1980,6,1Story,2.0,6565,IDOTRR,1Fam,2146.0,1.0,140000
611,4,1966,5,2Story,2.0,7700,NAmes,1Fam,2595.0,1.5,155000
612,2,1950,3,1.5Unf,0.0,4761,IDOTRR,1Fam,2040.0,1.0,64500
613,3,1993,7,2Story,4.0,12361,SawyerW,1Fam,2748.0,2.5,218000
614,3,1977,7,SLvl,2.0,9720,CollgCr,1Fam,2004.0,2.0,160000
615,3,2007,5,1Story,2.0,8640,Somerst,1Fam,2676.0,2.0,208900
616,5,1996,7,1Story,2.0,47007,Edwards,1Fam,3820.0,3.5,284700
617,2,2007,5,2Story,2.0,3180,Somerst,TwnhsE,2081.0,2.0,146000
618,1,1996,5,1Story,2.0,14963,Veenker,TwnhsE,2548.0,1.5,245500
619,3,1950,7,1.5Unf,1.0,5000,BrkSide,1Fam,2005.0,1.0,113000
620,3,2005,5,1Story,3.0,16870,NridgHt,1Fam,3564.0,2.0,296000
621,3,2006,5,1Story,3.0,14157,StoneBr,1Fam,3844.0,2.0,377426
622,3,2007,5,1Story,3.0,12456,NridgHt,1Fam,3418.0,2.0,337500
623,2,2005,5,1Story,3.0,14836,NridgHt,1Fam,4984.0,2.5,552000
624,3,1950,7,1.5Fin,1.0,6956,Edwards,1Fam,1560.0,1.0,97900
625,2,2009,5,1Story,2.0,7862,Somerst,1Fam,2436.0,2.0,208300
626,3,1997,5,2Story,3.0,11050,Mitchel,1Fam,2730.0,2.5,213000
627,3,1999,5,2Story,2.0,8924,CollgCr,1Fam,2604.0,2.5,188000
628,3,1958,6,1Story,2.0,9610,NAmes,1Fam,2457.0,1.5,162000
629,4,1950,5,1.5Fin,1.0,13710,IDOTRR,1Fam,2468.0,1.5,152000
630,3,2005,5,2Story,2.0,12552,Somerst,1Fam,2938.0,2.5,254900
631,3,1995,5,2Story,2.0,14565,SawyerW,1Fam,2489.0,2.5,189000
632,3,1978,5,1Story,2.0,18559,NWAmes,1Fam,4112.0,2.0,235000
633,3,1950,5,1Story,1.0,10880,Edwards,2fmCon,2328.0,1.0,125000
634,2,1975,6,1Story,1.0,2280,NPkVill,Twnhs,1672.0,1.0,120000
635,3,1951,3,1Story,1.0,31250,Mitchel,1Fam,1600.0,1.5,81500
636,3,1990,5,SFoyer,0.0,11841,Edwards,Duplex,1632.0,1.0,118500
637,2,2009,5,1Story,3.0,9187,Somerst,1Fam,3532.0,2.5,370878
638,4,1950,6,2Story,3.0,6270,Crawfor,Duplex,3003.0,2.0,145000
639,3,2006,9,1.5Fin,2.0,15660,Crawfor,1Fam,2752.0,1.5,311500
640,2,2006,5,1Story,2.0,3087,Blmngtn,TwnhsE,2584.0,2.0,210250
