,screen_porch,misc_val,mo_sold,yr_sold,saleprice,total_sf
733,0,0,7,2006,137000,2016.0
734,0,0,7,2008,222500,3184.0
735,0,0,12,2007,166000,2256.0
736,0,0,5,2010,109500,1872.0
737,110,0,10,2009,122000,1383.0
738,0,0,7,2007,99900,1934.0
739,0,0,7,2007,249700,3312.0
740,0,0,8,2009,158500,2244.0
741,0,0,1,2006,139500,2284.0
742,0,0,10,2006,202000,2784.0
743,0,0,6,2006,145000,3338.0
744,0,0,1,2008,108959,2456.0
745,0,0,6,2010,160000,2434.0
746,0,0,12,2007,128600,3120.0
747,0,0,11,2007,197900,2728.0
748,0,0,7,2006,172000,2130.0
749,0,0,1,2007,130000,1783.0
750,0,0,12,2008,195000,3341.0
751,0,0,2,2008,113000,1976.0
752,0,0,5,2006,209000,2982.0
753,0,0,7,2009,213500,3124.0
754,255,0,10,2009,126000,1743.0
755,0,0,11,2009,127500,3125.0
756,0,0,7,2008,334000,3420.0
757,0,0,5,2008,157000,2506.0
758,0,0,12,2007,125500,1728.0
759,0,0,10,2008,189000,2184.0
760,0,0,6,2009,173000,2405.0
761,0,0,1,2006,260000,4394.0
762,0,0,4,2009,212000,2634.0
763,0,0,7,2006,148000,1784.0
764,0,0,5,2010,136300,2308.0
765,0,8300,8,2007,190000,3981.0
766,0,0,2,2008,139500,2424.0
767,0,0,8,2007,162000,1980.0
768,0,0,6,2007,100000,1855.0
769,0,0,10,2006,126500,1738.0
770,0,0,8,2007,301000,4232.0
771,0,0,5,2007,204750,2610.0
772,0,0,6,2009,90000,1040.0
773,0,0,4,2008,130000,3323.0
774,270,455,6,2006,155000,2670.0
775,0,0,6,2008,155000,2538.0
776,0,0,4,2010,131500,2078.0
777,0,0,3,2010,153000,2676.0
778,0,0,5,2010,306000,3408.0
779,0,0,6,2006,332200,3372.0
780,0,0,4,2008,293077,3284.0
781,0,0,7,2007,128000,1828.0
782,0,0,10,2007,152000,2765.0
783,0,0,12,2006,135000,1912.0
784,0,0,5,2007,117500,3218.0
785,0,0,7,2007,127500,2141.0
786,0,0,3,2007,373000,4958.0
787,0,0,3,2008,98000,1638.0
788,0,0,6,2010,203135,2075.0
789,0,0,7,2009,191000,2596.0
790,200,0,3,2008,98000,1014.0
791,0,0,3,2009,179000,2400.0
792,0,0,9,2009,245000,2854.0
793,0,0,6,2009,213250,3330.0
794,0,0,8,2008,89900,869.0
795,291,0,12,2009,185000,2550.0
796,0,0,2,2007,113500,1617.0
797,112,0,8,2006,68000,1430.0
798,0,0,4,2010,201000,3120.0
799,0,0,2,2008,226700,2634.0
800,0,0,8,2007,500067,4610.0
801,0,0,7,2006,201490,2446.0
802,0,0,8,2008,155000,1980.0
803,0,0,11,2009,145000,1882.0
804,0,0,6,2008,128000,1973.0
805,0,0,6,2007,187000,2605.0
806,0,0,4,2009,145500,1619.0
807,0,0,5,2009,75000,1144.0
808,0,0,6,2007,217000,3092.0
809,0,0,5,2010,220000,2682.0
810,147,0,11,2006,165150,2522.0
811,0,0,10,2008,147000,1966.0
812,0,0,6,2009,203000,3008.0
813,0,0,4,2010,165500,3098.0
814,0,0,9,2008,67000,1728.0
815,0,0,7,2007,187000,2673.0
816,0,0,8,2009,180000,2268.0
817,0,0,8,2007,146500,1949.0
818,116,0,1,2007,270000,3346.0
819,0,0,4,2010,147000,1932.0
820,0,0,5,2010,132000,2040.0
821,0,0,10,2009,105000,2214.0
822,0,0,3,2008,135900,2496.0
823,210,0,6,2010,538000,4929.0
824,0,0,10,2007,147000,2286.0
825,0,0,11,2009,325000,3304.0
826,0,0,9,2008,124000,2100.0
827,0,0,11,2006,137000,1870.0
828,0,0,6,2009,142900,3690.0
829,0,0,5,2008,147000,2046.0
830,0,0,3,2009,128000,2360.0
831,0,0,7,2006,144000,2505.0
832,0,0,4,2010,205000,2740.0
833,0,0,3,2009,167000,2972.0
834,0,0,8,2009,66500,1807.0
835,0,0,10,2006,315000,4085.0
836,0,0,7,2007,155835,2184.0
837,0,0,9,2009,239500,3321.0
838,0,0,2,2009,300000,3035.0
839,0,0,4,2007,282000,3844.0
840,0,0,6,2007,120000,2288.0
841,0,0,4,2008,241500,2748.0
842,0,0,11,2008,336860,3724.0
843,0,0,5,2006,91000,2084.0
844,0,0,7,2007,207500,3100.0
845,155,0,7,2008,250000,3240.0
846,0,0,3,2006,167240,2496.0
847,0,0,6,2008,178000,2480.0
848,0,0,2,2007,127000,2104.0
849,0,0,5,2010,218500,3658.0
850,0,0,4,2008,135750,1904.0
851,0,300,2,2010,214000,2960.0
852,0,0,9,2009,257000,3688.0
853,0,0,5,2008,157000,2322.0
854,0,0,8,2006,102000,1952.0
855,0,0,8,2009,163500,1840.0
856,0,0,6,2009,204000,2991.0
857,0,0,5,2009,103500,2710.0
858,0,0,3,2007,200000,4835.0
859,0,0,5,2007,118000,1728.0
860,0,0,9,2006,235000,3050.0
861,0,0,5,2006,132500,2296.0
862,0,0,3,2007,221300,3132.0
863,0,0,8,2009,190000,3000.0
864,0,0,7,2006,222000,2588.0
865,0,0,5,2010,335000,3804.0
866,0,0,9,2009,257500,3272.0
867,0,0,8,2008,264132,3004.0
868,0,0,6,2009,130000,1763.0
869,0,0,5,2009,137000,1951.0
870,0,0,5,2008,99500,1432.0
871,0,0,5,2010,160250,2692.0
872,0,0,5,2006,130000,2679.0
873,0,0,9,2007,75200,1632.0
874,0,700,8,2009,131250,1475.0
875,0,0,6,2008,148000,2162.0
876,0,0,5,2009,124100,2044.0
877,0,0,7,2008,178400,1943.0
878,0,0,8,2007,150000,2880.0
879,0,0,3,2007,217000,2606.0
880,0,0,1,2006,252000,3064.0
881,0,0,6,2009,152000,2282.0
882,0,0,7,2007,132000,1686.0
883,0,0,5,2006,120000,1952.0
884,0,0,5,2006,338500,3697.0
885,0,0,4,2010,105000,1561.0
886,0,0,8,2008,175000,2175.0
887,0,0,3,2008,192000,3182.0
888,0,0,9,2006,195000,2795.0
889,0,0,6,2009,210000,2358.0
890,0,0,7,2007,211000,2795.0
891,0,0,7,2009,128000,1996.0
892,0,0,7,2008,180500,2850.0
893,0,0,9,2007,90000,2999.0
894,192,0,10,2007,138500,1730.0
895,0,0,9,2006,169985,2230.0
896,162,0,7,2006,146000,2300.0
897,0,0,12,2008,228000,3177.0
898,0,0,5,2008,159000,2512.0
899,0,0,8,2006,266000,3034.0
900,0,0,8,2006,139000,2382.0
901,0,0,5,2008,91900,1568.0
902,0,0,6,2007,212999,2989.0
903,0,0,3,2006,326000,3683.0
904,0,0,7,2008,179000,2304.0
905,0,0,4,2008,294000,3055.0
906,0,0,7,2009,97000,1470.0
907,0,0,8,2006,239799,3353.0
908,0,0,6,2006,161000,2684.0
909,0,0,3,2008,136500,1696.0
910,0,0,5,2009,118000,1470.0
911,0,0,6,2007,129500,1690.0
912,144,0,10,2009,205000,2500.0
913,0,0,3,2007,200624,4550.0
914,0,0,6,2007,322400,3388.0
915,195,0,1,2009,293200,3180.0
916,0,0,7,2008,266000,3368.0
917,0,0,7,2009,172500,2601.0
918,0,0,9,2009,124900,2957.0
919,0,0,9,2009,149000,2454.0
920,0,0,5,2010,185500,2828.0
921,0,0,6,2006,220000,2706.0
922,0,0,6,2007,225000,2992.0
923,0,0,11,2007,124000,1864.0
924,0,0,6,2009,92900,1040.0
925,0,0,8,2009,126500,2144.0
926,0,0,4,2008,111250,1728.0
927,0,0,6,2007,248000,3254.0
928,0,0,5,2008,136870,2234.0
929,0,0,4,2006,133000,1696.0
930,192,0,6,2007,135000,2096.0
931,0,0,9,2008,111900,1872.0
932,0,0,10,2008,140000,2214.0
933,0,0,7,2008,134432,1588.0
934,174,0,10,2007,455000,3784.0
935,0,0,12,2006,290000,3691.0
936,0,0,3,2007,235500,2861.0
937,0,0,6,2006,156500,2196.0
938,0,0,1,2006,172400,2617.0
939,0,0,12,2008,182000,2856.0
940,0,0,3,2006,372397,3584.0
941,216,0,6,2008,260000,3891.0
942,0,0,9,2006,72000,1429.0
943,0,0,5,2008,82375,1880.0
944,0,0,8,2009,158000,2808.0
945,0,0,1,2008,127000,1957.0
946,266,0,6,2010,270000,2866.0
947,0,0,9,2009,316600,3628.0
948,163,0,5,2008,177000,2376.0
949,0,0,6,2009,271900,4354.0
950,0,0,6,2008,115000,1568.0
951,0,0,12,2008,122000,3042.0
952,0,0,8,2007,315000,3005.0
953,0,0,4,2007,213500,2736.0
954,0,0,6,2006,109500,1040.0
955,0,0,4,2008,115000,1578.0
956,0,0,5,2006,176400,2286.0
957,0,0,8,2009,185750,2978.0
958,0,0,12,2008,230000,2856.0
959,0,0,5,2010,90000,1920.0
960,0,0,1,2008,160000,11752.0
961,0,0,4,2007,129500,1536.0
962,142,0,5,2006,153000,2248.0
963,0,0,6,2009,173733,1836.0
964,0,0,6,2007,146000,2200.0
965,0,0,1,2010,172500,2338.0
966,0,0,9,2007,188000,2600.0
967,0,0,5,2007,181500,2524.0
968,0,0,4,2009,212000,2460.0
969,0,0,7,2006,188900,2802.0
970,0,0,4,2007,64500,1332.0
971,0,0,5,2010,230000,3098.0
972,100,0,7,2007,122000,2252.0
973,288,0,7,2006,133500,2010.0
974,480,1150,6,2008,256000,4302.0
975,0,0,5,2008,129500,2025.0
976,0,0,5,2010,318000,3956.0
977,0,0,7,2009,255900,3204.0
978,0,0,8,2009,143500,2316.0
979,0,0,2,2010,259000,3644.0
980,0,0,10,2007,217000,4068.0
981,0,0,5,2007,210000,2700.0
982,0,0,8,2009,148500,2004.0
983,0,0,3,2007,156932,2028.0
984,0,0,11,2008,145000,3456.0
985,0,0,5,2009,200000,2572.0
986,175,0,8,2007,450000,4040.0
987,0,0,3,2009,172500,2200.0
988,0,0,6,2008,240000,4136.0
989,0,0,12,2007,340000,4046.0
990,0,0,7,2009,201000,2932.0
991,0,0,1,2007,122000,1938.0
992,0,0,9,2007,213000,3193.0
993,0,0,4,2009,175000,3371.0
994,0,0,9,2007,195400,2416.0
995,0,0,4,2009,113500,2104.0
996,0,0,10,2006,140200,2549.0
997,0,0,11,2006,116000,1791.0
998,0,0,9,2006,359900,3676.0
999,0,0,12,2006,157500,2063.0
1000,142,0,11,2009,190000,3484.0
1001,0,0,10,2009,100000,2446.0
1002,0,700,3,2006,160000,2502.0
1003,0,0,4,2009,203000,2875.0
1004,0,0,6,2007,302000,4263.0
1005,0,0,5,2010,143000,1846.0
1006,0,0,5,2007,267000,3480.0
1007,0,0,4,2007,103000,1224.0
1008,0,0,3,2006,153500,2574.0
1009,0,0,1,2007,171000,3091.0
1010,0,0,5,2006,107000,2762.0
1011,0,0,8,2007,128500,1904.0
1012,0,0,4,2007,116000,1844.0
1013,0,0,5,2006,160000,2252.0
1014,144,0,8,2008,180000,2560.0
1015,0,0,10,2007,133000,1828.0
1016,0,0,11,2006,215000,2656.0
1017,224,0,11,2009,177500,2265.0
1018,0,0,1,2007,215000,3058.0
1019,0,0,2,2009,150000,2534.0
1020,0,0,5,2010,320000,4895.0
1021,152,0,2,2009,167000,3032.0
1022,0,0,6,2006,125000,1032.0
1023,0,0,12,2008,65000,2036.0
1024,0,0,10,2007,200141,2632.0
1025,0,0,9,2007,235876,3056.0
1026,0,0,12,2009,123000,2928.0
1027,0,0,6,2006,137500,2228.0
1028,0,0,8,2007,123600,1980.0
1029,0,0,12,2006,160000,2412.0
1030,0,0,11,2007,181000,2614.0
1031,0,0,6,2008,125000,1650.0
1032,0,0,5,2009,154000,2283.0
1033,0,0,3,2010,231000,2949.0
1034,0,0,7,2010,142000,2112.0
1035,410,0,6,2006,475000,4715.0
1036,153,0,2,2006,375000,3351.0
1037,0,0,4,2010,115000,1728.0
1038,0,0,10,2009,185000,2442.0
1039,0,0,8,2007,108500,1525.0
1040,0,0,7,2006,147400,1823.0
1041,0,0,9,2009,156000,2143.0
1042,0,0,4,2008,120000,2188.0
1043,0,0,5,2009,167000,1758.0
1044,0,0,5,2008,191000,2850.0
1045,0,0,3,2007,161500,1768.0
1046,0,0,6,2007,130000,2615.0
1047,192,0,7,2007,132500,1940.0
1048,0,0,6,2008,144000,1768.0
1049,0,0,2,2007,141000,2233.0
1050,0,0,10,2007,117000,1260.0
1051,0,0,6,2006,84500,1274.0
1052,0,0,3,2008,256000,3027.0
1053,0,0,7,2009,117500,1850.0
1054,0,0,6,2009,160000,2036.0
1055,0,0,12,2007,187000,2615.0
1056,0,0,1,2007,350000,3702.0
1057,0,0,6,2008,133000,2688.0
1058,0,0,8,2008,417500,4882.0
1059,0,0,5,2009,175900,2955.0
1060,0,0,7,2009,323262,3235.0
1061,0,0,10,2007,185000,2674.0
1062,0,0,7,2006,129800,1632.0
1063,0,0,5,2010,220000,3082.0
1064,120,0,7,2009,133000,2457.0
1065,0,0,8,2009,133500,2293.0
1066,0,0,3,2010,170000,4006.0
1067,0,0,7,2007,168000,2545.0
1068,0,0,6,2010,140750,2208.0
1069,0,0,8,2007,204000,3237.0
1070,0,0,5,2010,222500,2919.0
1071,0,0,5,2006,134500,1924.0
1072,0,0,7,2007,214000,2756.0
1073,271,0,5,2006,119900,1911.0
1074,0,0,9,2008,118000,2880.0
1075,0,0,4,2007,135000,2144.0
1076,220,0,6,2008,207000,2681.0
1077,0,0,6,2008,136500,2875.0
1078,0,0,8,2008,107900,1802.0
1079,0,0,3,2007,126000,2270.0
1080,0,0,5,2010,215000,2736.0
1081,0,0,8,2008,426000,4014.0
1082,0,0,7,2009,147000,2226.0
1083,0,0,10,2009,147500,2048.0
1084,0,0,5,2008,383000,3900.0
1085,0,0,6,2006,241500,3717.0
1086,0,400,1,2008,147500,1940.0
1087,0,0,7,2008,355000,3668.0
1088,0,0,5,2008,109500,1568.0
1089,0,0,10,2009,45000,612.0
1090,0,0,6,2010,244400,3435.0
1091,0,0,10,2009,167000,3060.0
1092,0,0,8,2007,200000,2589.0
1093,0,0,1,2006,80000,1709.0
1094,0,0,4,2006,115000,1728.0
1095,0,0,5,2008,139000,2392.0
1096,0,0,3,2006,149500,2072.0
1097,0,0,10,2009,108000,2265.0
1098,0,0,8,2008,106250,1294.0
1099,0,0,5,2007,194000,2480.0
1100,0,0,7,2006,129500,1976.0
1101,0,0,5,2007,126000,3120.0
1102,0,900,6,2009,120000,2446.0
1103,0,0,5,2010,213000,2957.0
1104,0,0,7,2006,190000,2452.0
1105,144,0,7,2006,183500,2329.0
1106,165,0,10,2007,172000,2376.0
1107,0,0,5,2009,100000,1632.0
1108,0,0,2,2008,218836,3128.0
1109,0,0,4,2008,163000,2394.0
1110,0,0,4,2007,206580,3035.0
1111,0,0,7,2006,163990,2184.0
1112,0,0,7,2006,116500,1726.0
1113,0,0,7,2008,188000,2560.0
1114,0,0,6,2007,175000,2073.0
1115,135,0,10,2007,182000,2345.0
1116,0,0,4,2007,103000,1810.0
1117,0,0,3,2007,466500,5266.0
1118,0,0,6,2009,149500,1976.0
1119,0,0,4,2007,142500,2116.0
1120,0,0,4,2007,136500,2712.0
1121,0,0,6,2006,137000,1950.0
1122,141,0,6,2008,226500,3363.0
1123,0,0,2,2010,171500,2641.0
1124,0,0,7,2006,132500,1865.0
1125,0,0,5,2006,87500,1040.0
1126,0,0,6,2008,223000,2647.0
1127,0,0,7,2008,174000,2856.0
1128,195,0,6,2006,142000,1768.0
1129,0,0,6,2006,232600,2978.0
1130,0,0,1,2006,181000,2349.0
1131,0,0,6,2006,151400,3463.0
1132,0,0,5,2007,250000,3260.0
1133,0,500,3,2010,196500,2694.0
1134,0,0,2,2007,185000,3273.0
1135,0,0,8,2009,113000,2432.0
1136,0,0,10,2007,392000,2838.0
1137,0,0,10,2006,127500,1925.0
1138,0,0,9,2007,177000,2329.0
1139,0,0,6,2007,265000,3601.0
1140,144,0,6,2007,312500,3582.0
1141,0,0,7,2008,325000,4012.0
1142,0,0,4,2009,275000,4028.0
1143,0,0,6,2007,290000,3723.0
1144,0,0,4,2010,169000,2702.0
1145,0,0,6,2006,89000,1232.0
1146,0,0,5,2010,180400,2254.0
1147,0,0,10,2009,284000,4835.0
1148,0,0,7,2007,114500,1824.0
1149,0,0,7,2006,212900,3104.0
1150,0,0,6,2009,187100,2843.0
1151,0,0,6,2007,176000,2187.0
1152,0,0,9,2007,215000,2976.0
1153,0,0,9,2008,185900,2352.0
1154,0,500,11,2009,120500,1728.0
1155,0,0,7,2006,192140,2570.0
1156,0,0,10,2008,130500,1632.0
1157,0,0,4,2009,98000,1529.0
1158,255,0,6,2008,475000,4547.0
1159,0,0,11,2007,67000,2038.0
1160,0,0,11,2007,325624,3743.0
1161,145,0,7,2007,245000,2818.0
1162,0,0,6,2008,159000,2228.0
1163,0,0,6,2007,156000,2146.0
1164,170,0,4,2009,555000,5496.0
1165,0,0,6,2008,162500,2464.0
1166,0,0,4,2006,224500,2784.0
1167,0,0,7,2008,133000,2976.0
1168,0,0,7,2006,180000,2292.0
1169,0,0,7,2008,134500,1690.0
1170,0,0,10,2006,438780,4355.0
1171,0,0,12,2008,165000,2530.0
1172,0,0,7,2009,100000,1784.0
1173,0,0,8,2009,176000,2658.0
1174,312,0,7,2006,170000,3542.0
1175,0,0,6,2009,174000,2928.0
1176,0,0,8,2008,127000,2004.0
1177,0,0,5,2008,185900,2482.0
1178,0,0,12,2009,91300,1076.0
1179,0,0,5,2006,200000,3382.0
1180,0,0,1,2007,143000,2886.0
1181,0,0,7,2006,172500,2972.0
1182,0,0,6,2007,110000,2176.0
1183,0,0,5,2009,140000,2402.0
1184,0,0,3,2007,176432,2628.0
1185,0,0,6,2008,179200,2572.0
1186,0,0,1,2007,203000,2548.0
1187,0,0,6,2007,248328,3378.0
1188,0,0,1,2009,316500,3282.0
1189,0,0,1,2008,125600,1649.0
1190,0,0,6,2008,110000,1968.0
1191,0,0,7,2007,108500,1920.0
1192,0,54,6,2010,55993,1584.0
1193,0,0,6,2010,129000,2660.0
1194,0,0,7,2006,176000,2249.0
1195,216,0,6,2009,154000,2760.0
1196,0,0,3,2008,180000,2512.0
1197,0,0,8,2007,134000,2284.0
1198,0,0,6,2007,243000,3360.0
1199,0,0,11,2007,270000,3245.0
1200,0,0,6,2007,134000,2164.0
1201,0,0,4,2009,260000,3993.0
1202,0,0,5,2007,168675,2229.0
1203,0,0,3,2007,160000,2086.0
1204,0,0,9,2008,95000,1764.0
1205,0,0,7,2009,173000,2126.0
1206,0,0,8,2006,187750,2594.0
1207,0,0,11,2008,215000,2884.0
1208,0,0,3,2008,120000,2146.0
1209,0,0,4,2007,249000,3000.0
1210,264,0,4,2006,164500,2668.0
1211,0,0,11,2006,230000,1295.0
1212,0,0,9,2007,140000,2016.0
1213,0,0,9,2009,118900,1464.0
1214,0,0,6,2009,239900,2936.0
1215,225,0,7,2006,146300,2138.0
1216,0,0,6,2008,124000,2080.0
1217,0,0,3,2007,130000,1924.0
1218,0,0,12,2007,179000,2698.0
1219,0,0,5,2009,180500,2866.0
1220,0,0,6,2010,80000,1494.0
1221,0,0,5,2009,287090,3151.0
1222,0,0,12,2008,97000,882.0
1223,0,0,5,2006,246990,2879.0
1224,0,0,3,2007,154204,2430.0
1225,0,6500,4,2008,186000,2624.0
1226,0,0,12,2008,111750,1932.0
1227,0,0,6,2010,500000,5542.0
1228,0,0,3,2008,177439,1984.0
1229,0,0,7,2009,335000,3288.0
1230,0,0,9,2008,205000,2767.0
1231,0,0,8,2007,212000,2633.0
1232,155,0,5,2010,246000,3240.0
1233,0,0,7,2008,181900,2520.0
1234,0,0,4,2010,130000,2242.0
1235,0,0,5,2007,132000,1696.0
1236,0,0,7,2007,220000,2737.0
1237,0,0,6,2009,236500,3541.0
1238,0,0,12,2009,263435,2767.0
1239,0,0,11,2008,141000,3241.0
1240,0,0,5,2008,213000,2833.0
1241,0,0,1,2010,179781,2428.0
1242,0,0,6,2008,234250,2684.0
1243,0,0,5,2008,287000,4463.0
1244,0,0,7,2009,257500,2874.0
1245,0,0,5,2007,102000,1946.0
1246,0,0,6,2007,139400,1745.0
1247,0,0,1,2006,105000,1886.0
1248,224,0,10,2007,268000,4434.0
1249,0,0,8,2006,274970,2898.0
1250,0,0,8,2009,180000,2440.0
1251,0,0,10,2008,161000,2067.0
1252,0,0,4,2010,84900,930.0
1253,0,0,4,2010,119000,1976.0
1254,0,0,6,2008,370000,3928.0
1255,0,0,7,2007,175900,2540.0
1256,0,0,6,2009,142953,2240.0
1257,217,0,5,2007,279700,2988.0
1258,0,0,3,2006,132000,2543.0
1259,0,0,5,2009,313000,3593.0
1260,0,0,9,2006,108000,1973.0
1261,0,0,7,2008,165400,2402.0
1262,0,0,8,2006,187000,2280.0
1263,0,0,7,2009,403000,4256.0
1264,0,0,6,2007,195000,2878.0
1265,168,0,5,2007,158500,2472.0
1266,0,0,11,2006,255000,3054.0
1267,0,0,4,2008,236500,3796.0
1268,0,0,11,2007,129250,1976.0
1269,161,0,3,2010,289000,3302.0
1270,0,0,11,2008,100000,1872.0
1271,0,0,1,2007,275000,3970.0
1272,0,0,6,2008,207000,2614.0
1273,0,0,10,2006,146000,2064.0
1274,0,0,7,2006,116000,1524.0
1275,0,0,2,2009,219500,3091.0
1276,0,0,11,2009,173000,2810.0
1277,0,0,4,2009,135000,2363.0
1278,0,0,6,2007,213000,2911.0
1279,0,0,10,2007,150000,2266.0
1280,0,0,2,2007,194201,2660.0
1281,0,0,5,2009,181000,2850.0
1282,0,500,4,2007,157900,2884.0
1283,0,0,9,2006,217000,2730.0
1284,0,0,5,2009,252000,3035.0
1285,0,0,9,2006,197000,2781.0
1286,0,0,9,2009,189500,2498.0
1287,0,0,7,2006,116000,1936.0
1288,0,0,6,2010,143000,2656.0
1289,0,0,5,2007,119000,1864.0
1290,0,0,4,2008,127500,2132.0
1291,0,0,2,2006,200825,2574.0
1292,0,0,2,2006,35000,996.0
1293,208,0,12,2008,292500,4260.0
1294,0,0,9,2008,106000,1470.0
1295,0,0,6,2010,85000,1416.0
1296,0,0,9,2009,286500,3424.0
1297,165,0,7,2010,127500,2138.0
1298,0,0,6,2007,210400,2670.0
1299,0,0,4,2008,274000,3036.0
1300,0,0,1,2008,264966,2700.0
1301,84,0,9,2007,50000,2255.0
1302,0,1200,6,2010,139000,2338.0
1303,182,0,2,2007,300000,3726.0
1304,0,0,7,2009,345000,4656.0
1305,0,0,6,2007,228000,3148.0
1306,0,0,10,2007,165500,1778.0
1307,0,0,9,2006,107000,2014.0
1308,224,0,8,2008,286000,3186.0
1309,0,0,11,2009,34900,1440.0
1310,0,0,11,2006,115000,1824.0
1311,0,0,5,2006,215000,2729.0
1312,0,400,6,2009,179900,2616.0
1313,140,0,6,2010,212000,2990.0
1314,0,0,1,2006,250000,3138.0
1315,0,0,8,2006,149000,2618.0
1316,0,0,6,2008,188000,2431.0
1317,0,0,10,2006,99800,1426.0
1318,0,0,7,2007,159500,3272.0
1319,0,0,6,2010,184500,1758.0
1320,0,0,11,2007,276000,4056.0
1321,0,0,7,2007,155000,2352.0
1322,0,0,3,2009,160000,2592.0
1323,0,0,7,2006,157500,2160.0
1324,0,0,2,2010,285000,3482.0
1325,0,0,9,2008,145900,3472.0
1326,0,0,2,2008,229000,2709.0
1327,0,0,4,2008,79000,2557.612195121951
1328,0,0,8,2007,128500,2432.0
1329,0,0,2,2006,286000,3020.0
1330,0,0,7,2009,189500,2553.0
1331,0,0,8,2009,102900,1210.0
1332,0,0,3,2010,128500,2600.0
1333,0,0,6,2007,156000,2944.0
1334,0,0,2,2007,281213,3576.0
1335,0,0,11,2008,242000,2654.0
1336,0,0,12,2009,157500,2956.0
1337,0,0,5,2006,196500,2520.0
1338,0,0,5,2006,193000,2850.0
1339,0,0,7,2007,132000,1994.0
1340,0,0,5,2006,139900,2140.0
1341,0,0,4,2010,148000,2388.0
1342,0,0,8,2007,281500,2713.0
1343,0,0,8,2007,342000,4662.0
1344,0,0,5,2006,148000,2338.0
1345,0,0,7,2008,140000,2642.0
1346,0,0,7,2006,150000,2061.0
1347,0,0,6,2008,279500,3189.0
1348,0,0,5,2007,140000,1619.0
1349,0,0,10,2006,145000,3328.0
1350,0,0,6,2010,184000,2742.0
1351,0,0,1,2010,206000,2452.0
1352,0,0,5,2007,85500,1638.0
1353,0,0,8,2008,188700,2375.0
1354,0,0,8,2009,200000,3098.0
1355,0,0,7,2009,162000,2115.0
1356,0,0,8,2008,108000,1344.0
1357,490,0,6,2009,213000,3242.0
1358,0,0,11,2007,318000,3468.0
1359,0,0,11,2009,106000,2987.0
1360,180,0,12,2006,235000,2681.0
1361,0,400,1,2010,128950,2175.0
1362,0,0,6,2008,163000,2724.0
1363,0,0,4,2007,126000,1890.0
1364,0,0,6,2008,200000,3444.0
1365,0,0,7,2007,144000,2398.0
1366,0,0,7,2007,141000,3600.0
1367,0,0,1,2007,322500,3971.0
1368,0,0,5,2010,224900,3310.0
1369,0,0,5,2009,223500,2900.0
1370,160,0,10,2009,112000,1632.0
1371,0,0,4,2008,187500,2530.0
1372,0,0,3,2009,61000,1587.0
1373,0,800,8,2009,110000,1880.0
1374,0,0,7,2008,52000,999.0
1375,0,0,6,2007,207000,2724.0
1376,0,0,11,2008,130000,2904.0
1377,0,500,10,2006,90000,1296.0
1378,0,0,7,2009,130000,1911.0
1379,0,0,6,2006,127000,1756.0
1380,0,0,3,2007,320000,3810.0
1381,0,0,6,2006,120000,2250.0
1382,0,0,4,2010,181000,2490.0
1383,0,0,5,2007,110000,1788.0
1384,0,0,10,2009,94550,2301.0
1385,0,0,8,2006,85500,1309.0
1386,0,0,7,2007,153500,1931.0
1387,0,0,6,2009,139600,1733.0
1388,0,0,3,2009,143000,3136.0
1389,0,0,3,2010,410000,5271.0
1390,0,0,4,2009,200000,2700.0
1391,0,0,6,2009,130000,1728.0
1392,0,0,7,2009,154400,2386.0
1393,0,0,7,2008,299800,3857.0
1394,0,0,3,2009,63000,1697.0
1395,0,0,6,2010,143000,2694.0
1396,0,0,2,2007,137500,1928.0
1397,0,0,7,2008,272000,4202.0
1398,0,0,7,2009,173000,2325.0
1399,0,0,4,2008,245000,3048.0
1400,0,0,8,2007,140000,1872.0
1401,168,0,10,2007,383970,3960.0
1402,0,0,10,2006,125000,2436.0
1403,0,0,3,2009,133000,1536.0
1404,0,0,12,2009,244600,2936.0
1405,0,450,6,2008,139000,1956.0
1406,0,0,6,2008,112900,2072.0
1407,0,0,1,2008,111000,2040.0
1408,192,0,6,2008,166000,2784.0
1409,198,0,6,2007,239000,2925.0
1410,0,0,11,2008,209200,2688.0
1411,180,0,2,2007,175000,2968.0
1412,0,0,6,2009,269500,3520.0
1413,0,0,5,2008,225000,3359.0
1414,0,0,12,2006,275000,3484.0
1415,0,0,4,2007,105000,2144.0
1416,0,0,6,2006,159950,2110.0
1417,0,0,8,2009,135000,2316.0
1418,0,0,11,2007,345474,4230.0
1419,0,0,6,2006,102000,2530.0
1420,0,0,2,2007,198000,3392.0
1421,0,0,4,2008,339750,3112.0
1422,0,500,4,2006,170000,2262.0
1423,0,0,2,2008,94000,1752.0
1424,0,0,8,2006,203160,2588.0
1425,0,0,3,2009,291000,3314.0
1426,0,0,12,2009,200000,3277.0
1427,0,0,10,2006,119000,3168.0
1428,0,0,1,2007,39300,334.0
1429,0,0,1,2008,55000,1592.0
1430,0,0,4,2008,205000,2764.0
1431,0,0,10,2006,108000,1617.0
1432,0,0,6,2007,143000,3264.0
1433,0,0,8,2009,197000,3906.0
1434,0,0,5,2008,205950,2478.0
1435,0,0,6,2007,175000,2445.0
1436,180,0,8,2007,301000,3102.0
1437,0,0,7,2009,230000,2628.0
1438,0,0,3,2006,171750,2810.0
1439,0,0,2,2008,120000,1958.0
1440,0,0,2,2006,110000,2065.0
1441,0,0,6,2010,144500,1737.0
1442,0,0,9,2007,155000,2347.0
1443,0,0,3,2006,125000,2400.0
