,totrms_abvgrd,fireplaces,garage_yr_blt,garage_cars,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,misc_val,mo_sold,yr_sold,saleprice,total_sf
343,6,0,1958.0,1.0,0,0,0,0,0,0,3,2006,140000,1683.0
344,7,0,2004.0,2.0,0,40,0,0,0,0,5,2006,134000,2679.0
345,7,0,1992.0,2.0,307,85,0,0,224,3000,10,2006,248500,2567.0
346,3,0,1965.0,1.0,88,0,0,0,0,0,5,2006,145000,1608.0
347,6,1,1975.0,2.0,209,208,0,0,0,0,2,2006,179900,2265.0
348,7,1,2007.0,3.0,0,49,0,0,0,0,2,2007,147000,3590.0
349,6,0,1993.0,2.0,22,0,0,0,0,0,3,2010,136000,1898.0
350,6,2,1973.0,2.0,0,0,0,0,0,0,3,2010,128000,1768.0
351,4,0,1946.0,1.0,0,0,24,0,0,0,9,2009,88750,1264.0
352,5,0,1955.0,1.0,0,0,205,0,0,0,6,2010,122500,1944.0
353,6,1,1948.0,1.0,192,0,0,0,0,0,1,2010,97500,2370.0
354,5,0,1963.0,2.0,0,0,0,0,0,0,10,2006,135000,2016.0
355,9,1,2007.0,3.0,0,108,0,0,260,0,7,2007,314813,3650.0
356,6,0,1978.7077955601446,0.0,0,0,156,0,0,0,10,2009,85000,2539.0
357,4,0,1999.0,2.0,210,0,0,0,0,0,7,2009,134900,1874.0
358,6,0,1955.0,1.0,0,0,0,0,0,0,3,2006,137000,2114.0
359,7,1,1995.0,3.0,236,46,0,0,0,0,8,2008,350000,4222.0
360,6,1,1974.0,1.0,0,0,240,0,0,0,9,2006,145000,2330.0
361,9,1,2005.0,3.0,282,55,0,0,0,0,5,2007,418000,4462.0
362,5,0,1938.0,1.0,112,0,0,0,0,0,6,2006,64000,1638.0
363,6,0,1968.0,1.0,0,0,56,0,0,0,7,2009,159434,2313.0
364,6,1,2007.0,3.0,168,110,0,0,0,0,7,2007,260261,3084.0
365,6,0,2000.0,2.0,0,0,0,0,0,0,6,2010,166000,2295.0
366,6,1,1962.0,1.0,24,90,160,0,0,0,10,2007,130000,1832.0
367,6,0,1941.0,1.0,0,0,0,0,0,0,11,2006,112000,2112.0
368,6,0,1963.0,2.0,192,20,123,0,0,0,12,2008,155000,2248.0
369,8,1,2009.0,3.0,0,75,0,0,0,0,5,2010,269500,2742.0
370,6,2,1964.0,2.0,0,69,0,0,0,0,11,2006,172000,2492.0
371,6,2,1940.0,1.0,0,0,0,0,0,0,7,2007,219500,2540.0
372,5,0,1990.0,2.0,203,74,0,0,0,0,10,2006,133500,1850.0
373,8,1,2000.0,2.0,100,0,0,0,0,0,12,2007,170000,1814.0
374,7,0,1930.0,1.0,54,228,246,0,0,0,4,2010,150000,2496.0
375,5,0,1953.0,2.0,0,32,0,0,0,0,7,2008,130000,1934.0
376,6,1,1959.0,1.0,86,0,0,0,0,0,3,2006,143000,2288.0
377,5,0,1961.0,2.0,0,0,0,0,164,0,5,2008,140000,2228.0
378,8,2,1973.0,2.0,300,0,0,0,0,0,2,2007,244000,4446.0
379,6,0,1935.0,1.0,0,0,144,0,0,0,3,2007,101000,1641.0
380,5,0,2002.0,2.0,0,0,0,0,0,4500,7,2006,125000,1920.0
381,7,1,1998.0,2.0,0,39,0,0,0,0,4,2008,183000,2565.0
382,8,0,1978.7077955601446,0.0,0,198,30,0,0,0,7,2009,104000,2984.0
383,4,0,1954.0,1.0,0,0,0,0,0,0,6,2008,112500,1920.0
384,7,1,1980.0,2.0,384,131,0,0,0,0,5,2006,207500,3372.0
385,7,1,2005.0,2.0,100,45,0,0,0,0,3,2006,225000,3228.0
386,5,0,1977.0,1.0,0,0,0,0,0,0,3,2006,119900,1728.0
387,8,0,2006.0,3.0,0,43,0,0,0,0,9,2006,293000,3461.0
388,7,1,1968.0,2.0,0,96,180,0,0,0,7,2006,180000,3182.0
389,6,0,1976.0,3.0,0,0,0,0,0,0,5,2010,169900,2046.0
390,8,0,1978.0,2.0,0,0,0,0,0,0,4,2010,112000,1902.0
391,6,0,1986.0,2.0,0,0,0,0,0,0,5,2010,152000,2137.0
392,10,1,2005.0,3.0,148,95,0,0,0,0,8,2006,300000,3296.0
393,6,1,1976.0,2.0,144,0,0,0,0,0,3,2010,107000,2146.0
394,11,0,1971.0,2.0,0,0,114,0,0,0,4,2010,122500,3067.0
395,5,0,1972.0,1.0,0,0,0,0,0,0,7,2006,89000,1431.0
396,5,0,1940.0,1.0,0,0,45,0,0,0,3,2010,95000,1519.0
397,7,0,1968.0,2.0,0,126,0,0,0,0,9,2007,143450,2064.0
398,10,1,2009.0,3.0,144,133,0,0,0,0,1,2010,376162,3924.0
399,6,2,1960.0,2.0,0,0,0,0,143,0,4,2010,167500,2532.0
400,6,2,1979.0,2.0,120,0,0,0,0,0,6,2009,153337,2310.0
401,6,0,1930.0,1.0,147,0,0,0,0,0,7,2009,103600,2041.0
402,5,0,1976.0,1.0,365,0,0,0,0,0,2,2010,128200,1788.0
403,5,0,2000.0,2.0,0,32,0,0,0,0,6,2010,177500,2329.0
404,7,1,2002.0,3.0,238,130,0,0,0,0,6,2010,320000,3921.0
405,7,1,2000.0,2.0,0,72,0,0,0,0,6,2009,190000,2308.0
406,7,0,1978.7077955601446,0.0,201,0,0,0,0,0,4,2006,91500,1890.0
407,7,0,1954.0,1.0,0,0,0,0,0,0,11,2009,93000,2198.0
408,6,0,1920.0,1.0,0,54,172,0,0,0,7,2008,40000,1966.0
409,7,0,1978.7077955601446,0.0,136,0,115,0,0,0,3,2007,127000,2039.0
410,5,0,1896.0,1.0,0,0,265,0,0,0,6,2010,50138,1708.0
411,6,1,1987.0,1.0,370,30,0,0,0,0,5,2007,148000,2256.0
412,4,1,1966.0,1.0,0,25,0,0,0,0,2,2008,120500,1518.0
413,7,1,1940.0,1.0,335,0,0,0,0,0,7,2009,139500,2267.0
414,8,1,2007.0,3.0,327,64,0,0,0,0,2,2009,320000,3396.0
415,7,2,1937.0,2.0,521,0,0,0,0,0,4,2007,219000,3272.0
416,5,0,1983.0,2.0,164,0,0,0,0,0,6,2006,131000,1766.0
417,7,1,2006.0,2.0,100,30,0,0,0,0,3,2007,171925,2233.0
418,7,0,1996.0,2.0,0,39,0,0,0,0,11,2008,177900,2732.0
419,7,1,1992.0,1.0,184,0,0,0,0,0,4,2007,141500,2021.0
420,7,1,1998.0,2.0,0,84,0,0,0,0,10,2009,191000,2588.0
421,5,0,2006.0,2.0,0,50,0,0,0,0,5,2006,158000,2316.0
422,6,1,2007.0,3.0,192,80,0,0,0,0,11,2007,248900,3284.0
423,7,2,1939.0,1.0,0,0,264,0,0,0,6,2007,175000,2499.0
424,7,2,1965.0,1.0,200,25,211,0,0,460,6,2006,185900,2752.0
425,6,2,1914.0,2.0,0,341,0,0,0,0,10,2006,163000,2648.0
426,8,0,1978.7077955601446,0.0,0,0,0,0,0,0,10,2006,115000,2056.0
427,6,1,1978.0,2.0,168,0,0,0,0,0,12,2008,157500,2104.0
428,8,1,1999.0,3.0,298,0,0,0,0,0,5,2009,245000,3489.0
429,5,1,1993.0,2.0,96,0,70,168,0,0,10,2008,180000,2674.0
430,4,0,2004.0,2.0,0,60,0,0,0,0,3,2007,148800,1653.0
431,7,1,2002.0,2.0,0,211,0,0,0,0,3,2008,237000,3159.0
432,3,0,1930.0,1.0,0,0,0,0,0,0,1,2009,60000,728.0
433,6,0,1976.0,2.0,224,0,0,0,0,0,4,2008,165000,1489.0
434,9,1,2003.0,2.0,0,57,0,0,0,0,8,2008,240000,3456.0
435,6,0,1992.0,2.0,0,21,0,0,0,0,8,2007,160000,2355.0
436,6,0,1945.0,1.0,0,0,0,0,0,0,7,2006,128000,2120.0
437,6,0,1978.7077955601446,0.0,0,0,0,0,0,0,6,2008,82000,1152.0
438,5,2,1966.0,2.0,0,110,0,0,342,0,7,2009,256000,3129.0
439,7,0,1930.0,2.0,0,0,0,0,0,0,7,2009,143000,2132.0
440,7,0,2007.0,2.0,100,39,0,0,0,0,4,2007,231713,3378.0
441,7,0,1969.0,3.0,144,0,0,0,0,0,11,2007,155000,2524.0
442,4,0,1983.0,1.0,315,0,0,0,0,0,4,2008,128500,1632.0
443,7,1,1921.0,1.0,0,0,90,0,0,0,4,2008,168000,2652.0
444,7,0,1972.0,2.0,0,32,0,0,0,0,6,2007,184000,2204.0
445,6,0,1978.7077955601446,0.0,96,80,0,0,0,0,3,2006,124000,2050.0
446,6,1,1970.0,2.0,371,0,0,0,0,0,2,2009,185000,2884.0
447,7,1,2000.0,2.0,188,124,0,0,0,0,11,2006,230500,3342.0
448,8,1,1998.0,3.0,128,84,0,0,0,0,5,2006,227000,2993.0
449,7,0,2005.0,2.0,100,35,0,0,0,0,2,2009,173500,2214.0
450,6,0,1968.0,1.0,143,0,0,0,0,0,8,2006,140000,1731.0
451,6,1,2006.0,2.0,0,20,0,0,0,0,8,2008,247000,2920.0
452,5,1,1978.0,2.0,0,0,0,0,0,0,6,2009,149900,1490.0
453,5,0,1978.0,2.0,211,0,280,0,0,0,5,2008,158000,2038.0
454,4,0,2003.0,2.0,0,50,0,0,0,0,6,2010,147110,1610.0
455,7,1,1937.0,1.0,0,0,0,0,0,0,6,2006,119500,2156.0
456,6,2,1961.0,2.0,0,21,150,0,0,0,2,2009,205000,2407.0
457,6,0,1978.7077955601446,0.0,0,112,0,0,0,0,7,2007,148000,2270.0
458,5,1,1995.0,2.0,237,152,0,0,0,0,3,2010,236500,3211.0
459,6,0,1938.0,1.0,0,0,0,0,0,0,7,2006,137000,2609.0
460,5,0,1955.0,1.0,0,70,0,0,0,0,2,2009,122000,1920.0
461,6,0,2007.0,2.0,0,22,0,0,0,0,8,2007,176485,2604.0
462,4,0,1925.0,1.0,168,0,112,0,0,0,7,2006,109000,1632.0
463,5,1,1998.0,1.0,0,0,0,0,0,0,9,2007,330000,3004.0
464,7,0,2008.0,1.0,0,175,0,0,0,0,12,2008,143000,1325.0
465,9,1,1998.0,3.0,108,87,0,0,0,0,7,2007,410000,4486.0
466,7,0,1994.0,2.0,300,87,0,0,0,0,7,2007,201000,2649.0
467,7,1,1935.0,2.0,120,0,96,0,0,0,2,2006,80000,2837.0
468,9,1,1945.0,1.0,224,0,0,0,0,0,7,2007,259500,3348.0
469,10,1,2003.0,2.0,143,32,0,0,0,0,7,2007,279900,3608.0
470,6,0,1959.0,1.0,218,0,0,0,0,0,5,2010,154000,2492.0
471,7,2,1958.0,2.0,0,98,0,0,0,500,6,2007,277000,3588.0
472,6,2,1942.0,1.0,264,0,0,0,0,0,3,2006,128000,1949.0
473,7,1,2007.0,3.0,0,56,0,0,0,0,7,2009,256300,3166.0
474,7,1,1930.0,1.0,0,40,0,0,0,0,11,2007,188000,2685.0
475,7,1,2002.0,3.0,270,78,0,0,0,0,5,2006,312500,3600.0
476,4,0,2004.0,2.0,0,172,0,0,0,0,6,2010,151000,1800.0
477,6,0,1971.0,2.0,240,36,0,0,0,0,8,2007,122500,2130.0
478,7,0,2003.0,2.0,143,66,0,0,0,0,7,2008,188000,2531.0
479,8,0,2005.0,2.0,144,54,0,0,0,0,5,2006,209700,2754.0
480,7,1,2006.0,2.0,390,80,0,0,0,0,1,2007,441929,4454.0
481,7,0,1993.0,2.0,144,96,0,0,0,0,10,2008,163000,2566.0
482,9,0,1966.0,2.0,133,168,0,0,0,0,7,2007,187500,2919.0
483,5,1,1999.0,2.0,135,34,0,0,0,0,6,2009,220000,2975.0
484,5,0,1967.0,1.0,88,64,0,0,0,0,3,2007,127000,2056.0
485,5,1,1967.0,1.0,0,0,0,0,0,0,4,2010,107500,827.0
486,9,1,1978.7077955601446,0.0,0,291,134,0,0,0,6,2008,128000,2226.0
487,4,0,1965.0,2.0,0,0,0,0,0,0,6,2008,73000,1444.0
488,6,1,2003.0,3.0,206,49,0,0,0,0,8,2006,374000,3584.0
489,10,1,2001.0,3.0,0,60,0,0,0,0,1,2008,421250,4128.0
490,7,1,1993.0,2.0,342,40,0,0,0,0,12,2009,178000,2401.0
491,6,0,1974.0,2.0,0,0,180,0,0,0,4,2008,137500,2319.0
492,7,1,1994.0,2.0,262,36,0,0,0,0,8,2008,301500,3973.0
493,6,1,1926.0,1.0,329,96,0,0,0,0,3,2009,105000,1825.0
494,4,1,1968.0,2.0,94,0,0,0,0,0,8,2006,157500,1952.0
495,6,0,1920.0,1.0,0,0,77,0,0,0,9,2007,117000,2183.0
496,5,0,1962.0,1.0,0,0,0,0,0,0,2,2006,105000,1728.0
497,6,0,1936.0,1.0,0,0,0,0,0,0,3,2008,115000,2703.0
498,7,1,2008.0,3.0,319,90,0,0,0,0,7,2009,360000,3472.0
499,8,0,1979.0,2.0,0,0,0,0,0,0,6,2009,118858,1535.0
500,7,0,1966.0,2.0,0,40,0,0,0,0,7,2008,173000,2432.0
501,4,0,1959.0,1.0,0,30,0,0,0,0,11,2009,78500,1355.0
502,7,1,2004.0,2.0,100,48,0,0,0,0,5,2007,183500,2560.0
503,4,0,1974.0,2.0,0,32,112,0,0,0,2,2009,93000,1872.0
504,7,1,2003.0,3.0,143,20,0,0,0,0,11,2007,226500,2995.0
505,7,1,1993.0,2.0,0,40,0,0,0,0,5,2009,178000,2370.0
506,7,0,2003.0,2.0,144,29,0,0,0,0,6,2007,226000,2932.0
507,7,1,1969.0,2.0,0,173,368,0,0,0,4,2009,173000,2416.0
508,5,1,1965.0,1.0,0,0,236,0,0,0,12,2009,62383,1728.0
509,11,1,2008.0,3.0,126,66,0,0,0,0,11,2008,446261,4165.0
510,6,2,1926.0,1.0,530,0,56,0,0,0,5,2006,160000,2103.0
511,7,1,2004.0,3.0,143,20,0,0,0,0,5,2008,219990,2969.0
512,6,0,1999.0,2.0,120,25,0,0,0,0,7,2008,191000,2947.0
513,6,1,1969.0,1.0,0,65,0,0,150,0,8,2007,136500,1816.0
514,5,0,1958.0,1.0,0,0,60,0,0,0,8,2007,80000,943.0
515,9,0,1988.0,3.0,0,0,0,0,0,0,2,2006,229000,3387.0
516,8,1,1993.0,2.0,156,90,0,0,0,0,6,2010,236000,2999.0
517,8,1,2006.0,3.0,160,36,0,0,108,0,9,2007,392000,3648.0
518,8,0,1927.0,1.0,0,0,213,0,0,0,8,2009,149000,2650.0
519,7,1,1998.0,2.0,0,90,0,0,94,0,2,2008,345000,3363.0
520,8,0,1900.0,2.0,0,72,167,0,0,0,6,2006,169000,2730.0
521,4,0,1946.0,1.0,0,0,0,0,0,0,7,2007,109900,1726.0
522,9,1,1993.0,3.0,190,48,0,0,0,0,11,2006,188000,2996.0
523,6,1,1939.0,1.0,45,0,0,0,0,0,5,2009,132500,2192.0
524,5,0,1995.0,1.0,66,0,0,0,92,0,10,2009,143000,1980.0
525,7,0,1951.0,1.0,0,0,0,0,0,0,4,2007,125000,2684.0
526,7,1,2005.0,3.0,354,56,0,0,156,0,6,2006,415000,3736.0
527,6,0,1966.0,2.0,0,0,0,0,168,0,6,2010,125500,1985.0
528,6,1,1958.0,1.0,289,0,0,0,0,0,4,2009,139000,2872.0
529,10,1,2008.0,3.0,382,274,0,0,0,0,6,2009,451950,4018.0
530,10,0,1978.7077955601446,0.0,0,0,0,0,0,0,8,2009,119900,3356.0
531,6,0,2001.0,2.0,192,25,0,0,0,0,6,2009,220000,2563.0
532,7,1,1971.0,2.0,0,44,0,0,0,0,3,2007,167300,3174.0
533,6,2,1940.0,1.0,84,0,0,0,0,0,9,2009,122000,2018.0
534,10,0,1963.0,2.0,0,0,0,0,0,0,11,2006,125000,3456.0
535,5,0,1957.0,1.0,0,0,0,0,0,0,6,2008,112500,1856.0
536,7,0,2005.0,2.0,164,111,0,0,0,0,10,2007,191000,2674.0
537,5,0,1958.0,1.0,0,0,0,0,130,0,6,2008,136000,2160.0
538,6,0,1998.0,2.0,198,36,0,0,0,0,3,2009,197900,2645.0
539,5,0,1950.0,1.0,394,0,0,0,0,0,6,2006,117000,2120.0
540,6,0,2006.0,2.0,105,54,0,0,0,0,7,2006,194000,2419.0
541,5,1,2001.0,2.0,277,45,0,0,0,0,7,2008,285000,2620.0
542,6,0,1978.7077955601446,0.0,140,0,0,0,0,0,9,2008,127500,1999.0
543,9,1,1992.0,2.0,0,40,0,0,0,0,7,2006,268000,3390.0
544,7,0,1935.0,2.0,0,0,160,0,0,0,5,2007,137000,2873.0
545,8,1,1967.0,2.0,0,62,192,0,0,450,8,2008,215000,3240.0
546,5,0,1955.0,1.0,0,0,0,0,0,0,8,2007,129500,2432.0
547,7,0,1936.0,1.0,200,114,0,0,0,0,4,2006,115000,2240.0
548,5,0,1932.0,1.0,84,0,96,0,0,0,5,2008,114000,1906.0
549,5,0,1966.0,1.0,0,42,0,0,0,0,11,2006,107000,2112.0
550,6,0,1947.0,1.0,158,0,102,0,0,0,10,2008,118500,2048.0
551,5,1,1929.0,1.0,0,0,112,0,0,0,7,2008,120000,2020.0
552,7,0,2005.0,2.0,146,40,0,0,0,0,12,2007,260000,3076.0
553,6,0,1959.0,1.0,0,0,0,0,0,0,5,2010,136000,2286.0
554,5,0,1974.0,4.0,0,0,0,0,0,0,6,2007,123000,1730.0
555,6,0,1978.7077955601446,0.0,0,144,0,0,0,0,3,2008,89500,1725.0
556,6,0,2005.0,2.0,36,23,0,0,0,0,1,2010,199500,2648.0
557,6,0,1966.0,1.0,0,0,0,0,0,0,12,2008,109900,1780.0
558,9,2,1926.0,1.0,0,0,0,0,145,0,6,2009,234000,3356.0
559,3,1,2004.0,2.0,140,0,0,0,0,0,5,2006,155900,1696.0
560,8,2,1957.0,1.0,120,0,0,0,0,0,11,2009,161500,2892.0
561,7,1,1958.0,2.0,0,118,0,0,233,0,1,2009,137500,2163.0
562,12,0,1978.7077955601446,0.0,0,18,18,0,0,0,6,2010,76500,3096.0
563,8,1,1988.0,2.0,0,228,0,0,192,0,9,2007,211000,3211.0
564,5,0,1998.0,2.0,144,68,0,0,0,0,8,2008,181000,2742.0
565,6,0,1966.0,2.0,0,129,0,0,0,0,5,2008,174900,2292.0
566,6,2,1966.0,2.0,160,68,240,0,0,0,5,2006,164500,2484.0
567,7,0,2004.0,2.0,0,0,0,0,0,0,3,2010,214000,3052.0
568,7,1,1980.0,2.0,28,73,0,0,0,0,3,2008,185000,2782.0
569,6,0,1990.0,1.0,0,365,80,0,0,0,8,2008,123000,1840.0
570,5,1,1979.0,2.0,84,0,222,0,0,0,1,2007,183500,2300.0
571,5,0,1999.0,2.0,206,0,0,0,0,0,11,2007,174000,2217.0
572,6,1,1953.0,2.0,0,64,0,0,0,0,3,2007,130000,2703.0
573,6,1,1925.0,2.0,0,0,234,0,0,0,8,2006,178000,2369.0
574,6,1,1997.0,2.0,212,34,0,0,0,0,3,2010,189900,2557.0
575,4,0,2003.0,2.0,140,0,0,0,0,0,6,2009,144000,1696.0
576,5,0,2002.0,1.0,0,0,96,0,0,0,6,2008,120500,1632.0
577,6,0,1995.0,2.0,392,64,0,0,0,0,6,2009,145000,2194.0
578,6,0,2000.0,2.0,96,48,0,0,0,0,8,2007,251000,3146.0
579,8,0,1978.7077955601446,0.0,0,0,0,0,0,0,4,2010,136500,3536.0
580,6,0,1978.7077955601446,0.0,0,0,0,0,0,0,7,2008,82500,1152.0
581,4,0,1975.0,1.0,119,24,0,0,0,0,3,2009,57625,810.0
582,6,1,2008.0,2.0,192,26,0,0,0,0,5,2009,212500,2708.0
583,5,0,1998.0,2.0,0,125,0,0,0,0,5,2006,164000,2432.0
584,6,0,1957.0,1.0,0,21,0,0,0,0,4,2006,139000,2605.0
585,4,0,1999.0,2.0,0,48,0,0,0,0,3,2008,160000,1852.0
586,5,1,1998.0,2.0,100,32,0,0,0,0,6,2009,149000,1711.0
587,5,0,1968.0,1.0,33,0,0,0,0,600,11,2009,130000,1738.0
588,9,0,1990.0,2.0,12,11,64,0,0,0,4,2010,140000,2286.0
589,8,1,2009.0,2.0,0,175,0,0,0,0,10,2009,264500,3672.0
590,6,1,1957.0,1.0,268,0,0,0,122,0,5,2006,141000,2184.0
591,4,0,2007.0,2.0,0,116,0,0,0,0,11,2007,199900,2482.0
592,6,1,1977.0,2.0,0,16,0,0,0,0,4,2009,167900,2684.0
593,7,2,1960.0,2.0,216,110,0,0,0,0,6,2007,181900,2573.0
594,7,0,2008.0,2.0,144,168,0,0,0,0,4,2010,262500,3132.0
595,8,2,1977.0,2.0,321,72,0,0,156,0,11,2009,230000,3196.0
596,5,1,1999.0,2.0,97,65,0,0,0,0,1,2008,328900,3407.0
597,7,0,2005.0,2.0,168,27,0,0,0,0,1,2007,232698,3442.0
598,5,0,2008.0,3.0,168,92,0,0,0,0,3,2009,221800,2508.0
599,6,0,1973.0,3.0,0,0,0,0,0,0,6,2008,152400,1926.0
600,6,1,2000.0,2.0,74,234,0,0,0,0,10,2009,213000,3260.0
601,7,0,2005.0,2.0,100,77,0,0,0,0,3,2006,184900,2369.0
602,5,2,1953.0,1.0,0,0,0,0,0,0,6,2006,157000,2501.0
603,6,1,1972.0,2.0,161,0,0,0,0,0,3,2006,144000,2075.0
604,5,1,1979.0,2.0,240,141,0,0,0,0,8,2007,192350,2612.0
605,6,1,1966.0,2.0,0,0,0,0,0,0,10,2007,163500,2374.0
606,10,1,1990.0,2.0,192,121,0,0,0,0,5,2008,262280,3804.0
607,7,0,2002.0,2.0,192,74,0,0,0,0,12,2008,214000,3072.0
608,6,1,1956.0,2.0,0,0,280,0,0,0,7,2006,230000,2884.0
609,9,1,2006.0,3.0,192,62,0,0,0,0,8,2007,280000,3235.0
610,6,0,1985.0,2.0,0,444,0,0,0,0,8,2007,140000,2146.0
611,7,1,1966.0,2.0,0,124,216,0,0,0,6,2010,155000,2595.0
612,5,0,1978.7077955601446,0.0,0,0,105,0,0,0,10,2006,64500,2040.0
613,8,1,2000.0,4.0,450,92,0,0,0,0,5,2010,218000,2748.0
614,6,1,1977.0,2.0,0,0,0,0,0,0,6,2007,160000,2004.0
615,6,0,2007.0,2.0,0,141,0,0,0,0,11,2007,208900,2676.0
616,11,2,1959.0,2.0,0,372,0,0,0,0,7,2008,284700,3820.0
617,5,0,2007.0,2.0,0,102,0,0,0,0,3,2008,146000,2081.0
618,4,2,1996.0,2.0,120,30,0,0,224,0,12,2008,245500,2548.0
619,6,0,1926.0,1.0,0,0,101,0,0,0,4,2008,113000,2005.0
620,7,2,2004.0,3.0,99,82,0,0,0,0,4,2009,296000,3564.0
621,8,1,2005.0,3.0,178,51,0,0,0,0,7,2007,377426,3844.0
622,7,1,2008.0,3.0,216,48,0,0,0,0,7,2009,337500,3418.0
623,8,1,2004.0,3.0,226,235,0,0,0,0,2,2009,552000,4984.0
624,5,0,1948.0,1.0,0,0,0,0,0,0,4,2006,97900,1560.0
625,4,0,2009.0,2.0,0,102,0,0,0,0,9,2009,208300,2436.0
626,8,1,1996.0,3.0,318,32,0,0,0,0,9,2008,213000,2730.0
627,8,0,1998.0,2.0,120,155,0,0,0,0,7,2008,188000,2604.0
628,7,1,1958.0,2.0,80,0,0,0,0,0,12,2006,162000,2457.0
629,6,0,1950.0,1.0,289,0,0,0,0,0,6,2007,152000,2468.0
630,8,1,2004.0,2.0,0,136,0,0,0,0,5,2010,254900,2938.0
631,6,0,1994.0,2.0,144,74,0,0,0,2000,11,2008,189000,2489.0
632,7,2,1978.0,2.0,200,0,0,0,0,0,8,2008,235000,4112.0
633,5,0,1950.0,1.0,0,48,0,0,0,0,8,2008,125000,2328.0
634,4,0,1975.0,1.0,0,30,0,0,0,0,6,2010,120000,1672.0
635,6,0,1951.0,1.0,0,0,135,0,0,0,5,2006,81500,1600.0
636,5,0,1978.7077955601446,0.0,0,32,0,0,0,0,5,2007,118500,1632.0
637,7,1,2009.0,3.0,195,130,0,0,0,0,10,2009,370878,3532.0
638,8,0,1949.0,3.0,0,0,0,0,0,0,8,2007,145000,3003.0
639,8,2,1939.0,2.0,0,119,150,0,0,0,5,2008,311500,2752.0
640,6,1,2006.0,2.0,100,16,0,0,0,0,11,2006,210250,2584.0
641,8,0,2002.0,2.0,146,91,0,0,0,0,6,2006,200000,2777.0
642,8,0,1977.0,2.0,0,0,0,0,0,0,8,2009,126000,1734.0
643,6,0,1940.0,1.0,0,0,168,0,111,0,5,2009,114000,1444.0
644,7,0,1974.0,2.0,0,0,160,0,0,0,6,2009,87500,2187.0
645,10,1,2005.0,3.0,120,32,0,0,0,0,7,2007,349265,3690.0
646,6,0,2004.0,3.0,210,36,0,0,0,0,1,2009,203000,3024.0
647,6,1,2001.0,2.0,290,39,0,0,0,0,4,2009,189000,2888.0
648,6,0,2003.0,2.0,0,45,0,0,0,0,3,2009,209000,2465.0
649,8,0,1930.0,1.0,0,235,0,0,0,0,6,2009,160000,2924.0
650,5,0,1974.0,2.0,136,47,0,0,0,0,8,2007,129000,2074.0
651,6,1,1975.0,2.0,240,38,0,0,0,0,4,2006,170000,2778.0
652,4,1,1990.0,1.0,0,0,34,0,0,0,3,2007,90350,1134.0
653,5,0,1978.7077955601446,0.0,0,8,128,0,0,0,4,2008,79000,1668.0
654,5,0,1975.0,2.0,256,0,0,0,0,0,7,2006,149900,1788.0
655,5,0,1977.0,2.0,0,0,0,0,0,0,5,2008,123000,1728.0
656,8,0,1920.0,3.0,0,0,90,0,0,0,5,2006,87000,2869.0
657,6,1,1977.0,1.0,203,0,0,0,0,0,7,2008,171000,2214.0
658,6,0,1950.0,1.0,0,0,96,0,0,0,4,2008,119000,2284.0
659,6,0,1959.0,1.0,0,0,0,0,0,0,7,2009,132500,2296.0
660,7,1,1925.0,1.0,192,63,0,0,0,0,6,2008,161000,2254.0
661,7,1,2001.0,3.0,168,116,0,0,0,0,1,2008,274000,3304.0
662,5,1,1974.0,1.0,0,0,0,0,0,0,5,2010,125000,1824.0
663,8,0,1978.7077955601446,0.0,118,0,0,0,0,0,7,2007,98500,2390.0
664,5,1,1994.0,3.0,0,114,192,0,0,0,7,2006,262000,3248.0
665,5,0,1979.0,2.0,0,0,0,0,0,0,10,2009,134900,1828.0
666,5,2,1959.0,1.0,0,104,0,0,0,0,7,2007,170000,2678.0
667,6,1,1926.0,1.0,0,0,116,0,0,0,7,2007,135000,2147.0
668,9,2,1990.0,2.0,237,251,0,0,196,0,6,2008,290000,3613.0
669,6,0,2007.0,2.0,0,0,0,0,0,0,8,2007,173500,2504.0
670,8,0,1948.0,1.0,103,0,0,0,0,0,8,2006,225000,2904.0
671,6,1,1961.0,2.0,128,0,0,0,0,0,8,2007,140500,2051.0
672,5,0,1996.0,1.0,0,64,0,0,0,0,4,2007,126000,1980.0
673,7,0,1999.0,2.0,169,0,0,0,0,0,12,2008,170000,2546.0
674,5,0,1996.0,2.0,224,0,0,0,0,0,7,2006,156000,1980.0
675,6,2,1957.0,1.0,288,258,0,0,0,0,12,2006,207500,3084.0
676,8,0,2007.0,2.0,184,96,0,0,0,0,11,2007,255000,2688.0
677,4,1,1973.0,1.0,0,101,0,120,0,0,7,2008,94900,1450.0
678,6,1,1958.0,1.0,0,0,0,0,225,0,3,2007,140000,2340.0
679,7,0,1930.0,1.0,0,0,104,0,225,0,3,2006,96900,2114.0
680,6,1,1966.0,2.0,0,58,0,0,0,0,11,2009,154000,2308.0
681,7,0,1992.0,2.0,0,0,0,0,0,0,5,2007,184900,2497.0
682,7,1,2007.0,3.0,188,45,0,0,0,0,6,2008,385000,4162.0
683,6,0,1936.0,1.0,0,28,0,0,0,0,4,2006,106500,1902.0
684,10,2,2000.0,3.0,252,30,0,0,0,0,9,2009,327000,4142.0
685,9,2,2005.0,3.0,70,226,0,0,0,0,10,2009,468000,4948.0
686,4,0,1927.0,1.0,0,0,148,0,0,0,8,2009,135000,2870.0
687,6,0,2005.0,2.0,0,0,0,0,0,0,3,2006,142500,2282.0
